method_name,seed,policy_id,candidate_label,episode_id,env_idx,env_seed,security_return,business_return,cost_return,critical_host_safety_return,business_violation_flag,cost_violation_flag,env_run_feasible_flag,enterprise_foothold_step,first_critical_hit_step,ever_critical_breach,final_critical_breach,critical_dwell_steps,op_server0_impact_count,max_compromised_host_count,blue_first_relevant_response_step,response_delay_after_enterprise,response_delay_after_critical,no_post_critical_response,risk_tier
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_000,0,7,-432.5499838888645,-85.19749996066093,-22.010000318288803,-0.5694257346913218,False,True,False,5,96,True,True,4,2,4,6,1,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_000,1,1007,-1133.2499966025352,-120.62999823689461,-21.65000030770898,-0.8744158232584596,False,False,True,5,28,True,True,72,70,5,6,1,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_000,2,2007,-1005.5000008642673,-109.17250015214086,-23.250000327825546,-0.8250792031176388,False,True,False,5,39,True,True,61,59,5,7,2,3,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_000,3,3007,-1227.2500094473362,-119.4099999666214,-23.430000334978104,-0.9372079204767942,False,True,False,5,14,True,True,86,84,4,6,1,2,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_000,4,4007,-619.14998665452,-96.07500046119094,-22.030000314116478,-0.6411881102249026,False,True,False,5,80,True,True,20,18,5,7,2,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_000,5,5007,-980.5499948859215,-113.22249957174063,-22.550000324845314,-0.8205940639600158,False,True,False,5,40,True,True,60,58,5,6,1,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_000,6,6007,-330.1999976038933,-106.46499988436699,-23.730000346899033,-0.8923564394935966,False,True,False,5,24,True,True,76,74,4,7,2,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_000,7,7007,-1299.5500192046165,-152.22249859198928,-20.98000030219555,-0.8833861313760281,True,False,False,5,26,True,True,74,72,5,6,1,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_001,0,8,-338.1500001549721,-64.87250000983477,-23.580000340938568,-0.47650496289134026,False,True,False,5,34,True,False,9,8,4,7,2,2,False,Tier 2 Transient Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_001,1,1008,-494.79999536275864,-131.6349997483194,-21.960000321269035,-0.8744158232584596,True,False,False,5,28,True,True,72,70,5,6,1,2,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_001,2,2008,-869.3000031411648,-103.30999984964728,-21.960000321269035,-0.7802277221344411,False,False,True,14,49,True,True,51,49,5,16,2,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_001,3,3008,-1191.10001039505,-115.02250036969781,-22.850000336766243,-0.9282376123592257,False,True,False,9,16,True,True,84,82,5,10,1,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_001,4,4008,-1198.2499980330467,-125.2175006493926,-22.31000031530857,-0.8833861313760281,True,True,False,5,26,True,True,74,72,5,7,2,2,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_001,5,5008,-345.749990016222,-72.5474999807775,-23.7800003439188,0.0,False,True,False,5,,False,False,0,0,4,8,3,,False,Tier 1 Near-Miss
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_001,6,6008,-628.4500004649162,-137.565000154078,-23.900000348687172,-1.3403168194927275,True,True,False,5,16,True,True,74,71,5,6,1,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_001,7,7008,-871.499990850687,-109.21750059351325,-22.080000326037407,-0.748831688426435,False,True,False,5,56,True,True,44,42,4,7,2,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_002,0,9,-1138.0000030100346,-114.98999989032745,-21.790000304579735,-0.9102970259264112,False,False,True,5,20,True,True,80,78,4,7,2,2,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_002,1,1009,-900.5499948859215,-115.07999984547496,-22.980000320822,-0.748831688426435,False,True,False,5,56,True,True,44,42,5,6,1,2,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_002,2,2009,-1236.0499972701073,-128.56500004976988,-22.720000330358744,-0.9013267178088427,True,True,False,5,22,True,True,78,76,4,9,4,2,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_002,3,3009,-841.7500020861626,-97.56249983981252,-21.81000031530857,-0.7847128612920642,False,False,True,5,48,True,True,52,50,4,8,3,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_002,4,4009,-1212.9499968886375,-127.05750026553869,-22.31000031530857,-0.8923564394935966,True,True,False,5,24,True,True,76,74,4,8,3,3,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_002,5,5009,-1351.200001180172,-135.95750015228987,-21.250000298023224,-0.9461782285943627,True,False,False,5,12,True,True,88,86,5,6,1,2,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_002,6,6009,-505.99999728798866,-79.06999998912215,-21.930000320076942,-0.6411881102249026,False,False,True,5,80,True,True,20,18,4,9,4,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_002,7,7009,-405.19998306035995,-79.74250007048249,-21.47000029683113,0.0,False,False,True,5,,False,False,0,0,4,9,4,,False,Tier 1 Near-Miss
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_003,0,10,-328.9999917149544,-69.30749992281199,-22.410000324249268,0.0,False,True,False,5,,False,False,0,0,4,8,3,,False,Tier 1 Near-Miss
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_003,1,1010,-310.29999297857285,-66.4050000011921,-22.640000328421593,0.0,False,True,False,5,,False,False,0,0,4,6,1,,False,Tier 1 Near-Miss
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_003,2,2010,-979.6999939978123,-115.45499993488193,-22.050000298768282,-0.6025940696708858,False,True,False,5,40,True,False,54,53,5,8,3,1,False,Tier 2 Transient Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_003,3,3010,-1341.050005376339,-140.47499986737967,-22.49000032246113,-0.9282376123592257,True,True,False,5,16,True,True,84,82,5,13,8,2,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_003,4,4010,-1119.1999963521957,-120.55000033974648,-22.6100003272295,-0.856475236825645,False,True,False,5,32,True,True,68,66,4,6,1,3,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_003,5,5010,-786.2999982237816,-106.40249946340919,-22.210000321269035,-0.7219207938760519,False,True,False,5,62,True,True,38,36,4,6,1,2,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_003,6,6010,-1229.5000151991844,-124.5150002501905,-22.49000032246113,-0.9282376123592257,False,True,False,5,16,True,True,84,82,5,7,2,2,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_003,7,7010,-935.1000067293644,-100.49749984964728,-23.140000328421593,-0.8295643422752619,False,True,False,5,38,True,True,62,60,4,6,1,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_004,0,11,-533.7499889731407,-94.37499954923987,-24.300000354647636,-0.4260693183168769,False,True,False,5,72,True,False,11,10,5,7,2,2,False,Tier 2 Transient Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_004,1,1011,-788.8000079989433,-88.4750002771616,-23.220000326633453,-0.5846831751987338,False,True,False,9,46,True,False,51,50,4,10,1,1,False,Tier 2 Transient Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_004,2,2011,-898.2999929785728,-109.93250003829598,-22.57000032067299,-0.7578019667416811,False,True,False,5,54,True,True,46,44,5,6,1,4,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_004,3,3011,-1228.6000160574913,-117.47250043973327,-23.270000342279673,-0.9461782285943627,False,True,False,5,12,True,True,88,86,5,7,2,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_004,4,4011,-328.2999911904335,-68.42250011488795,-22.340000316500664,0.0,False,True,False,5,,False,False,0,0,4,7,2,,False,Tier 1 Near-Miss
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_004,5,5011,-288.64999586343765,-62.854999762028456,-23.86000034213066,0.0,False,True,False,5,,False,False,0,0,4,6,1,,False,Tier 1 Near-Miss
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_004,6,6011,-828.0500029921532,-97.68749947473407,-22.48000033199787,-0.7847128612920642,False,True,False,5,48,True,True,52,50,4,8,3,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_004,7,7011,-1050.6500005126,-124.33999951928854,-22.18000030517578,-0.8116237558424473,False,True,False,5,42,True,True,58,56,5,7,2,2,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_005,0,12,-1007.9499939978123,-115.34999999031425,-23.03000032901764,-0.653178233653307,False,True,False,5,12,True,False,57,56,5,9,4,1,False,Tier 2 Transient Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_005,1,1012,-1340.3999990820885,-134.0549997985363,-21.98000031709671,-0.9461782285943627,True,False,False,5,12,True,True,88,86,4,6,1,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_005,2,2012,-1079.6999975442886,-119.36999866366386,-22.11000031605363,-0.8475049585103989,False,True,False,5,34,True,True,66,64,4,8,3,4,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_005,3,3012,-274.44999673962593,-61.30000000819564,-23.260000333189964,0.0,False,True,False,5,,False,False,0,0,4,7,2,,False,Tier 1 Near-Miss
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_005,4,4012,-1349.0999993681908,-134.39000054821372,-22.880000337958336,-0.9461782285943627,True,True,False,5,12,True,True,88,86,5,6,1,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_005,5,5012,-781.7999948859215,-108.15499963611364,-22.430000320076942,-0.7039802074432373,False,True,False,5,66,True,True,34,32,5,6,1,8,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_005,6,6012,-1284.6000065207481,-130.8000002130866,-23.900000348687172,-0.9282376123592257,True,True,False,5,16,True,True,84,82,5,6,1,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_005,7,7012,-1381.2500061392784,-142.54999959468842,-22.260000318288803,-0.9461782285943627,True,True,False,5,12,True,True,88,86,5,8,3,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_006,0,13,-258.9499971270561,-58.577499996870756,-23.060000330209732,0.0,False,True,False,5,,False,False,0,0,4,6,1,,False,Tier 1 Near-Miss
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_006,1,1013,-1036.549997717142,-123.10000002384186,-22.880000326782465,-0.8026534477248788,False,True,False,5,44,True,True,56,54,5,6,1,6,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_006,2,2013,-1310.5500187277794,-136.069999050349,-22.850000325590372,-0.9461782285943627,True,True,False,5,12,True,True,88,86,5,6,1,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_006,3,3013,-1001.7999939322472,-116.10250014066696,-22.06000031530857,-0.8026534477248788,False,True,False,5,44,True,True,56,54,5,9,4,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_006,4,4013,-622.500003516674,-84.70499957352877,-23.520000342279673,-0.7039802074432373,False,True,False,5,66,True,True,34,32,4,6,1,2,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_critical_safe_v2_1_4obj,7,stage2_ext_006_obj_1,critical_safe_balanced_selected,episode_006,5,5013,-1166.2500090003014,-115.70999991893768,-21.600000321865082,-0.9282376123592257,False,False,True,5,16,True,True,84,82,4,8,3,2,False,Tier 3 Persistent Critical Breach
