method_name,seed,policy_id,candidate_label,episode_id,env_idx,env_seed,step_count,security_return,business_return,cost_return,critical_host_safety_return,business_violation_flag,cost_violation_flag,env_run_feasible_flag,enterprise_foothold_step,first_critical_hit_step,ever_critical_breach,final_critical_breach,critical_dwell_steps,op_server0_impact_count,max_compromised_host_count,blue_first_relevant_response_step,response_delay_after_enterprise,response_delay_after_critical,shield_active_step_count,shield_active_step_rate,shield_fallback_step_count,shield_fallback_step_rate,mean_shield_blocked_probability_mass,no_post_critical_response,risk_tier
ours_stage2_v2_4,7,stage2_ext_008_obj_0,selected,episode_000,0,7,100,-170.59999424219131,-28.09499943256378,-23.160000190138817,0.0,False,True,False,5,,False,False,0,0,3,6,1,,47,0.47,0,0.0,0.469927499294281,False,Tier 1 Near-Miss
ours_stage2_v2_4,7,stage2_ext_008_obj_0,selected,episode_000,1,1007,100,-170.59999424219131,-28.104999389499426,-23.160000190138817,0.0,False,True,False,5,,False,False,0,0,3,6,1,,47,0.47,0,0.0,0.4698800712823868,False,Tier 1 Near-Miss
ours_stage2_v2_4,7,stage2_ext_008_obj_0,selected,episode_000,2,2007,100,-170.59999424219131,-28.302499420940876,-23.620000198483467,0.0,False,True,False,5,,False,False,0,0,3,6,1,,47,0.47,0,0.0,0.469927499294281,False,Tier 1 Near-Miss
ours_stage2_v2_4,7,stage2_ext_008_obj_0,selected,episode_000,3,3007,100,-170.59999424219131,-28.00499951839447,-23.160000190138817,0.0,False,True,False,5,,False,False,0,0,3,6,1,,47,0.47,0,0.0,0.4698800712823868,False,Tier 1 Near-Miss
ours_stage2_v2_4,7,stage2_ext_008_obj_0,selected,episode_000,4,4007,100,-170.59999424219131,-28.052499402314425,-23.28000019490719,0.0,False,True,False,5,,False,False,0,0,3,6,1,,47,0.47,0,0.0,0.4698800712823868,False,Tier 1 Near-Miss
ours_stage2_v2_4,7,stage2_ext_008_obj_0,selected,episode_000,5,5007,100,-170.59999424219131,-28.11499947309494,-23.160000190138817,0.0,False,True,False,5,,False,False,0,0,3,6,1,,47,0.47,0,0.0,0.4698800712823868,False,Tier 1 Near-Miss
ours_stage2_v2_4,7,stage2_ext_008_obj_0,selected,episode_000,6,6007,100,-170.59999424219131,-27.977499432861805,-23.040000185370445,0.0,False,True,False,5,,False,False,0,0,3,6,1,,47,0.47,0,0.0,0.46992752730846404,False,Tier 1 Near-Miss
ours_stage2_v2_4,7,stage2_ext_008_obj_0,selected,episode_000,7,7007,100,-170.59999424219131,-28.082499392330647,-23.28000019490719,0.0,False,True,False,5,,False,False,0,0,3,6,1,,47,0.47,0,0.0,0.46988009750843046,False,Tier 1 Near-Miss
ours_stage2_v2_4,7,stage2_ext_008_obj_0,selected,episode_001,0,8,100,-170.59999424219131,-28.242499470710754,-23.28000019490719,0.0,False,True,False,5,,False,False,0,0,3,6,1,,47,0.47,0,0.0,0.4698800712823868,False,Tier 1 Near-Miss
ours_stage2_v2_4,7,stage2_ext_008_obj_0,selected,episode_001,1,1008,100,-171.59999424219131,-28.179999388754368,-23.36000019311905,0.0,False,True,False,5,,False,False,0,0,3,6,1,,47,0.47,0,0.0,0.469927499294281,False,Tier 1 Near-Miss
ours_stage2_v2_4,7,stage2_ext_008_obj_0,selected,episode_001,2,2008,100,-160.09999454021454,-26.919999569654465,-23.36000019311905,0.0,False,True,False,5,,False,False,0,0,3,6,1,,47,0.47,0,0.0,0.4698800712823868,False,Tier 1 Near-Miss
ours_stage2_v2_4,7,stage2_ext_008_obj_0,selected,episode_001,3,3008,100,-170.59999424219131,-28.109999526292086,-23.40000019967556,0.0,False,True,False,5,,False,False,0,0,3,6,1,,47,0.47,0,0.0,0.4698800712823868,False,Tier 1 Near-Miss
ours_stage2_v2_4,7,stage2_ext_008_obj_0,selected,episode_001,4,4008,100,-170.59999424219131,-28.062499351799488,-23.28000019490719,0.0,False,True,False,5,,False,False,0,0,3,6,1,,47,0.47,0,0.0,0.4698800712823868,False,Tier 1 Near-Miss
ours_stage2_v2_4,7,stage2_ext_008_obj_0,selected,episode_001,5,5008,100,-170.59999424219131,-28.19499945640564,-23.450000196695328,0.0,False,True,False,5,,False,False,0,0,3,6,1,,47,0.47,0,0.0,0.469927499294281,False,Tier 1 Near-Miss
ours_stage2_v2_4,7,stage2_ext_008_obj_0,selected,episode_001,6,6008,100,-170.59999424219131,-27.957499396055937,-23.040000185370445,0.0,False,True,False,5,,False,False,0,0,3,6,1,,47,0.47,0,0.0,0.4698800992965698,False,Tier 1 Near-Miss
ours_stage2_v2_4,7,stage2_ext_008_obj_0,selected,episode_001,7,7008,100,-170.59999424219131,-28.062499463558197,-23.28000019490719,0.0,False,True,False,5,,False,False,0,0,3,6,1,,47,0.47,0,0.0,0.46992752730846404,False,Tier 1 Near-Miss
ours_stage2_v2_4,7,stage2_ext_008_obj_0,selected,episode_002,0,9,100,-170.59999424219131,-27.954999394714832,-23.160000190138817,0.0,False,True,False,5,,False,False,0,0,3,6,1,,47,0.47,0,0.0,0.469927499294281,False,Tier 1 Near-Miss
ours_stage2_v2_4,7,stage2_ext_008_obj_0,selected,episode_002,1,1009,100,-170.59999424219131,-27.93749937415123,-23.040000185370445,0.0,False,True,False,5,,False,False,0,0,3,6,1,,47,0.47,0,0.0,0.4698800712823868,False,Tier 1 Near-Miss
ours_stage2_v2_4,7,stage2_ext_008_obj_0,selected,episode_002,2,2009,100,-170.59999424219131,-27.947499372065067,-23.040000185370445,0.0,False,True,False,5,,False,False,0,0,3,6,1,,47,0.47,0,0.0,0.469927499294281,False,Tier 1 Near-Miss
