method_name,seed,policy_id,candidate_label,episode_id,env_idx,env_seed,step_count,security_return,business_return,cost_return,critical_host_safety_return,business_violation_flag,cost_violation_flag,env_run_feasible_flag,enterprise_foothold_step,first_critical_hit_step,ever_critical_breach,final_critical_breach,critical_dwell_steps,op_server0_impact_count,max_compromised_host_count,blue_first_relevant_response_step,response_delay_after_enterprise,response_delay_after_critical,shield_active_step_count,shield_active_step_rate,shield_fallback_step_count,shield_fallback_step_rate,mean_shield_blocked_probability_mass,no_post_critical_response,risk_tier
no_constraint_stage2_4obj,19,stage2_ext_009_obj_1,selected,episode_000,0,19,100,-139.99999552965164,-23.049999967217445,-22.88000024855137,0.0,False,True,False,17,,False,False,0,0,3,18,1,,29,0.29,0,0.0,0.289986310005188,False,Tier 1 Near-Miss
no_constraint_stage2_4obj,19,stage2_ext_009_obj_1,selected,episode_000,1,1019,100,-170.59999424219131,-29.47249985858798,-27.53000035881996,0.0,False,True,False,5,,False,False,0,0,3,6,1,,47,0.47,0,0.0,0.46986163794994357,False,Tier 1 Near-Miss
no_constraint_stage2_4obj,19,stage2_ext_009_obj_1,selected,episode_000,2,2019,100,-160.39999467134476,-27.10999982431531,-25.420000299811363,0.0,False,True,False,5,,False,False,0,0,3,6,1,,41,0.41,0,0.0,0.4099806451797485,False,Tier 1 Near-Miss
no_constraint_stage2_4obj,19,stage2_ext_009_obj_1,selected,episode_000,3,3019,100,-96.79999738931656,-14.247500233352184,-17.330000147223473,0.0,False,False,True,45,,False,False,0,0,3,46,1,,3,0.03,0,0.0,0.029998583793640135,False,Tier 1 Near-Miss
no_constraint_stage2_4obj,19,stage2_ext_009_obj_1,selected,episode_000,4,4019,100,-170.59999424219131,-29.80999979004264,-27.420000329613686,0.0,False,True,False,5,,False,False,0,0,3,6,1,,47,0.47,0,0.0,0.46986163794994357,False,Tier 1 Near-Miss
no_constraint_stage2_4obj,19,stage2_ext_009_obj_1,selected,episode_000,5,5019,100,-171.59999424219131,-29.06499981507659,-27.57000033557415,0.0,False,True,False,5,,False,False,0,0,3,6,1,,47,0.47,0,0.0,0.46986163794994357,False,Tier 1 Near-Miss
no_constraint_stage2_4obj,19,stage2_ext_009_obj_1,selected,episode_000,6,6019,100,-108.69999688863754,-16.37500013038516,-19.000000178813934,0.0,False,False,True,5,,False,False,0,0,3,6,1,,11,0.11,0,0.0,0.10999480724334716,False,Tier 1 Near-Miss
no_constraint_stage2_4obj,19,stage2_ext_009_obj_1,selected,episode_000,7,7019,100,-171.59999424219131,-29.392499793320894,-27.420000344514847,0.0,False,True,False,5,,False,False,0,0,3,6,1,,47,0.47,0,0.0,0.4698616099357605,False,Tier 1 Near-Miss
no_constraint_stage2_4obj,19,stage2_ext_009_obj_1,selected,episode_001,0,20,100,-97.79999738931656,-14.357500150799751,-17.08000013232231,0.0,False,False,True,61,,False,False,0,0,3,62,1,,4,0.04,0,0.0,0.03999811172485351,False,Tier 1 Near-Miss
no_constraint_stage2_4obj,19,stage2_ext_009_obj_1,selected,episode_001,1,1020,100,-170.59999424219131,-29.03499973192811,-26.720000311732292,0.0,False,True,False,5,,False,False,0,0,3,6,1,,47,0.47,0,0.0,0.46986163794994357,False,Tier 1 Near-Miss
