method_name,seed,policy_id,candidate_label,episode_id,env_idx,env_seed,security_return,business_return,cost_return,business_violation_flag,cost_violation_flag,env_run_feasible_flag,enterprise_foothold_step,first_critical_hit_step,ever_critical_breach,final_critical_breach,critical_dwell_steps,op_server0_impact_count,max_compromised_host_count,blue_first_relevant_response_step,response_delay_after_enterprise,response_delay_after_critical,no_post_critical_response,risk_tier
ours_stage2_fair_semantic_gate,11,stage1_pref_005_ckpt_191,semantic_balanced_selected,episode_000,0,11,-720.5500045120716,-98.91749958693981,-20.35000015795231,False,False,True,5,44,True,True,50,47,4,6,1,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_semantic_gate,11,stage1_pref_005_ckpt_191,semantic_balanced_selected,episode_000,1,1011,-496.4499982893467,-136.4824985563755,-20.680000200867653,True,False,False,5,12,True,True,81,76,4,6,1,2,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_semantic_gate,11,stage1_pref_005_ckpt_191,semantic_balanced_selected,episode_000,2,2011,-614.1000017523766,-136.3724983409047,-17.680000111460686,True,False,False,5,12,True,True,86,83,5,6,1,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_semantic_gate,11,stage1_pref_005_ckpt_191,semantic_balanced_selected,episode_000,3,3011,-706.099996984005,-124.39499919116497,-19.660000130534172,False,False,True,5,12,True,True,64,58,5,7,2,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_semantic_gate,11,stage1_pref_005_ckpt_191,semantic_balanced_selected,episode_000,4,4011,-583.6499981284142,-129.1649983972311,-19.160000130534172,True,False,False,5,12,True,False,78,75,5,6,1,1,False,Tier 2 Transient Critical Breach
ours_stage2_fair_semantic_gate,11,stage1_pref_005_ckpt_191,semantic_balanced_selected,episode_000,5,5011,-545.6499900221825,-134.73250006139278,-18.21000012755394,True,False,False,5,44,True,True,50,45,5,6,1,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_semantic_gate,11,stage1_pref_005_ckpt_191,semantic_balanced_selected,episode_000,6,6011,-534.3999957442284,-152.05500029027462,-19.370000168681145,True,False,False,5,12,True,True,86,83,5,6,1,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_semantic_gate,11,stage1_pref_005_ckpt_191,semantic_balanced_selected,episode_000,7,7011,-563.2500008642673,-138.6599990427494,-22.480000227689743,True,True,False,5,12,True,True,86,83,5,6,1,2,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_semantic_gate,11,stage1_pref_005_ckpt_191,semantic_balanced_selected,episode_001,0,12,-599.9500035047531,-138.4275000244379,-21.43000018596649,True,False,False,5,12,True,True,86,83,4,6,1,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_semantic_gate,11,stage1_pref_005_ckpt_191,semantic_balanced_selected,episode_001,1,1012,-792.3499920964241,-133.7099994122982,-18.650000125169754,True,False,False,5,12,True,True,80,76,5,7,2,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_semantic_gate,11,stage1_pref_005_ckpt_191,semantic_balanced_selected,episode_001,2,2012,-1149.5499776899815,-147.4000001102686,-17.990000128746033,True,False,False,5,12,True,True,82,79,5,7,2,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_semantic_gate,11,stage1_pref_005_ckpt_191,semantic_balanced_selected,episode_001,3,3012,-489.9999982714653,-126.43250072002411,-19.020000144839287,True,False,False,5,40,True,True,50,45,4,6,1,2,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_semantic_gate,11,stage1_pref_005_ckpt_191,semantic_balanced_selected,episode_001,4,4012,-446.6999962925911,-94.86749996244907,-19.830000162124634,False,False,True,5,64,True,False,28,26,4,6,1,1,False,Tier 2 Transient Critical Breach
ours_stage2_fair_semantic_gate,11,stage1_pref_005_ckpt_191,semantic_balanced_selected,episode_001,5,5012,-1035.349999845028,-143.61250080168247,-19.180000141263008,True,False,False,5,12,True,True,80,76,5,6,1,2,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_semantic_gate,11,stage1_pref_005_ckpt_191,semantic_balanced_selected,episode_001,6,6012,-436.49999886751175,-124.28499857336283,-18.850000143051147,False,False,True,5,12,True,True,76,70,5,6,1,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair_semantic_gate,11,stage1_pref_005_ckpt_191,semantic_balanced_selected,episode_001,7,7012,-556.1500066816807,-143.83999992907047,-19.47000016272068,True,False,False,5,12,True,True,74,69,5,8,3,1,False,Tier 3 Persistent Critical Breach
