seed,candidate_label,policy_id,hostname,subnet,role_group,is_critical,compromised_presence_rate,new_compromise_count,recovered_count,blue_target_count,blue_restore_count,blue_analyse_count,blue_decoy_count,red_target_count,red_impact_count
19,selected,stage2_ext_005_obj_2,User0,User,user,False,1.0,0,0,1,0,0,1,0,0
19,selected,stage2_ext_005_obj_2,User1,User,user,False,0.245,40,0,0,0,0,0,40,0
19,selected,stage2_ext_005_obj_2,User2,User,user,False,0.2266,37,0,0,0,0,0,37,0
19,selected,stage2_ext_005_obj_2,User3,User,user,False,0.3246,53,0,1,0,0,0,53,0
19,selected,stage2_ext_005_obj_2,User4,User,user,False,0.1837,30,0,1,0,1,0,30,0
19,selected,stage2_ext_005_obj_2,Defender,Enterprise,defender,False,0.0,0,0,0,0,0,0,0,0
19,selected,stage2_ext_005_obj_2,Enterprise0,Enterprise,enterprise,False,0.249,3984,3901,3904,3901,3,0,3901,0
19,selected,stage2_ext_005_obj_2,Enterprise1,Enterprise,enterprise,False,0.231,3696,3619,3619,3619,0,0,3619,0
19,selected,stage2_ext_005_obj_2,Enterprise2,Enterprise,enterprise,False,0.0,0,0,1,0,0,1,0,0
19,selected,stage2_ext_005_obj_2,Op_Host0,Operational,operational,False,0.0,0,0,0,0,0,0,0,0
19,selected,stage2_ext_005_obj_2,Op_Host1,Operational,operational,False,0.0,0,0,0,0,0,0,0,0
19,selected,stage2_ext_005_obj_2,Op_Host2,Operational,operational,False,0.0,0,0,0,0,0,0,0,0
19,selected,stage2_ext_005_obj_2,Op_Server0,Operational,mission_critical,True,0.0,0,0,1,0,0,0,0,0
