method_name,seed,policy_id,candidate_label,episode_id,env_idx,env_seed,security_return,business_return,cost_return,business_violation_flag,cost_violation_flag,env_run_feasible_flag,enterprise_foothold_step,first_critical_hit_step,ever_critical_breach,final_critical_breach,critical_dwell_steps,op_server0_impact_count,max_compromised_host_count,blue_first_relevant_response_step,response_delay_after_enterprise,response_delay_after_critical,no_post_critical_response,risk_tier
ours_stage2_fair,7,stage2_ext_011_obj_0,semantic_aware,episode_000,0,7,-494.8999918997288,-120.4974999949336,-18.18000018596649,False,False,True,5,47,True,True,47,42,5,6,1,2,False,Tier 3 Persistent Critical Breach
ours_stage2_fair,7,stage2_ext_011_obj_0,semantic_aware,episode_000,1,1007,-599.9499916434288,-156.64249992743134,-19.06000018119812,True,False,False,5,22,True,True,74,70,5,6,1,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair,7,stage2_ext_011_obj_0,semantic_aware,episode_000,2,2007,-405.2999910712242,-91.45500012114644,-17.810000151395798,False,False,True,5,67,True,True,33,31,5,6,1,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair,7,stage2_ext_011_obj_0,semantic_aware,episode_000,3,3007,-492.4999923110008,-118.59999965876341,-19.760000199079514,False,False,True,5,47,True,False,41,35,5,7,2,2,False,Tier 2 Transient Critical Breach
ours_stage2_fair,7,stage2_ext_011_obj_0,semantic_aware,episode_000,4,4007,-560.6499918997288,-141.98000015318394,-19.660000205039978,True,False,False,5,32,True,False,62,58,5,7,2,1,False,Tier 2 Transient Critical Breach
ours_stage2_fair,7,stage2_ext_011_obj_0,semantic_aware,episode_000,5,5007,-583.6999925971031,-149.00000005215406,-21.220000237226486,True,False,False,5,27,True,False,59,52,5,6,1,1,False,Tier 2 Transient Critical Breach
ours_stage2_fair,7,stage2_ext_011_obj_0,semantic_aware,episode_000,6,6007,-611.9499925971031,-159.24000050500035,-21.58000023663044,True,False,False,5,22,True,True,69,62,5,13,8,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair,7,stage2_ext_011_obj_0,semantic_aware,episode_000,7,7007,-534.9999913573265,-135.527499768883,-19.0700002014637,True,False,False,5,37,True,True,61,58,5,6,1,2,False,Tier 3 Persistent Critical Breach
ours_stage2_fair,7,stage2_ext_011_obj_0,semantic_aware,episode_001,0,8,-662.7999948859215,-161.70500003919005,-19.740000188350677,True,False,False,5,17,True,False,68,60,5,7,2,1,False,Tier 2 Transient Critical Breach
ours_stage2_fair,7,stage2_ext_011_obj_0,semantic_aware,episode_001,1,1008,-448.9999913573265,-106.0875003784895,-18.150000169873238,False,False,True,5,57,True,True,41,38,5,6,1,5,False,Tier 3 Persistent Critical Breach
ours_stage2_fair,7,stage2_ext_011_obj_0,semantic_aware,episode_001,2,2008,-650.599994122982,-162.97250026464462,-19.750000193715096,True,False,False,5,17,True,True,70,61,5,6,1,3,False,Tier 3 Persistent Critical Breach
ours_stage2_fair,7,stage2_ext_011_obj_0,semantic_aware,episode_001,3,3008,-604.3499921858311,-156.41750006377697,-20.11000022292137,True,False,False,5,22,True,True,70,64,5,6,1,3,False,Tier 3 Persistent Critical Breach
