source_path,hypervolume,expected_utility,sparsity,num_pareto_records,coverage_ratio,unique_assigned_policies
/home/waylandlee/Cyber-CMORL/CybORG_plus_plus/cmorl_cyborg/outputs/dev_tuning/dev_seed/stage2/run_7db593f2/metrics.json,4001.927047729492,-77.58968917528789,5859.645688970883,4.0,0.5,2.0
/home/waylandlee/Cyber-CMORL/CybORG_plus_plus/cmorl_cyborg/outputs/dev_tuning/tuning/cand_balanced/run_6a6da540/metrics.json,9066.270202636719,-94.53364618619283,1077.5151193936665,7.0,0.5714285714285714,4.0
/home/waylandlee/Cyber-CMORL/CybORG_plus_plus/cmorl_cyborg/outputs/dev_tuning/tuning/cand_guarded/run_8fa2eb7b/metrics.json,8889.407653808594,-94.70442446072896,8777.035064220428,3.0,1.0,3.0
/home/waylandlee/Cyber-CMORL/CybORG_plus_plus/cmorl_cyborg/outputs/dev_tuning/holdout_seed/stage2/run_fb0ea22f/metrics.json,8599.230285644531,-75.14875260988872,3910.6986711195536,8.0,0.25,2.0
/home/waylandlee/Cyber-CMORL/CybORG_plus_plus/cmorl_cyborg/outputs/dev_tuning/holdout_seed/cand_balanced/run_f7c591d1/metrics.json,25380.4521484375,-85.1070846716563,16074.688258171082,4.0,0.75,3.0
/home/waylandlee/Cyber-CMORL/CybORG_plus_plus/cmorl_cyborg/outputs/dev_tuning/holdout_seed/cand_guarded/run_8ae0280c/metrics.json,7588.601379394531,-86.61885611216228,1809.8434332211812,7.0,0.42857142857142855,3.0
