seed,candidate_label,policy_id,hostname,subnet,role_group,is_critical,compromised_presence_rate,new_compromise_count,recovered_count,blue_target_count,blue_restore_count,blue_analyse_count,blue_decoy_count,red_target_count,red_impact_count
11,selected,stage2_ext_002_obj_2,User0,User,user,False,1.0,0,0,247,44,0,202,0,0
11,selected,stage2_ext_002_obj_2,User1,User,user,False,0.1654,37,17,553,136,0,417,61,0
11,selected,stage2_ext_002_obj_2,User2,User,user,False,0.2859,49,4,468,21,81,366,63,0
11,selected,stage2_ext_002_obj_2,User3,User,user,False,0.2879,47,0,1014,0,0,1013,949,0
11,selected,stage2_ext_002_obj_2,User4,User,user,False,0.1715,28,0,1769,0,0,1761,551,0
11,selected,stage2_ext_002_obj_2,Defender,Enterprise,defender,False,0.0,0,0,2,0,0,2,0,0
11,selected,stage2_ext_002_obj_2,Enterprise0,Enterprise,enterprise,False,0.0447,715,698,6764,698,0,6050,698,0
11,selected,stage2_ext_002_obj_2,Enterprise1,Enterprise,enterprise,False,0.2501,4001,3916,4122,3916,0,206,3916,0
11,selected,stage2_ext_002_obj_2,Enterprise2,Enterprise,enterprise,False,0.0,0,0,319,2,278,39,0,0
11,selected,stage2_ext_002_obj_2,Op_Host0,Operational,operational,False,0.0,0,0,12,0,0,11,0,0
11,selected,stage2_ext_002_obj_2,Op_Host1,Operational,operational,False,0.0,0,0,720,0,676,44,0,0
11,selected,stage2_ext_002_obj_2,Op_Host2,Operational,operational,False,0.0,0,0,5,0,1,4,0,0
11,selected,stage2_ext_002_obj_2,Op_Server0,Operational,mission_critical,True,0.0,0,0,4,0,0,3,0,0
