policy_id,checkpoint_path,cached_mean_violation,recomputed_mean_violation,mean_violation_abs_diff,normalized_mean_violation,cached_high_disruption_action_rate,recomputed_high_disruption_action_rate,high_disruption_abs_diff,business_return,business_threshold,business_margin,business_sign_ok,cost_return,cost_threshold,cost_margin,cost_sign_ok,cached_final_critical_compromised_hosts,recomputed_final_critical_compromised_hosts,feasible_rate,semantic_total_high_disruption_action_count,semantic_total_action_count
stage1_pref_000_ckpt_096,/home/waylandlee/Cyber-CMORL/CybORG_plus_plus/cmorl_cyborg/outputs/paper_appendix/stage1_only/seed_0007/run_0f4d9065/policy_pref_000_ckpt_096.pt,4.616562366485596,4.616562366485596,0.0,0.1651675117666071,0.939,0.939,0.0,-112.79475402832031,-125.0,12.205245971679688,True,-25.423748016357422,-22.0,-3.423748016357422,True,0.525,0.525,0.0,3756.0,4000.0
stage1_pref_000_ckpt_191,/home/waylandlee/Cyber-CMORL/CybORG_plus_plus/cmorl_cyborg/outputs/paper_appendix/stage1_only/seed_0007/run_0f4d9065/policy_pref_000_ckpt_191.pt,11.166250228881836,11.166250228881836,0.0,0.4188270164316351,0.99025,0.99025,0.0,-109.0921859741211,-125.0,15.907814025878906,True,-30.797250747680664,-22.0,-8.797250747680664,True,0.375,0.375,0.0,3961.0,4000.0
stage1_pref_001_ckpt_000,/home/waylandlee/Cyber-CMORL/CybORG_plus_plus/cmorl_cyborg/outputs/paper_appendix/stage1_only/seed_0007/run_0f4d9065/policy_pref_001_ckpt_000.pt,24.355499267578125,24.355499267578125,0.0,0.19628599652377043,0.8955,0.8955,0.0,-145.9943084716797,-125.0,-20.994308471679688,True,-20.815250396728516,-22.0,1.1847496032714844,True,0.975,0.975,0.17499999701976776,3582.0,4000.0
stage1_pref_002_ckpt_000,/home/waylandlee/Cyber-CMORL/CybORG_plus_plus/cmorl_cyborg/outputs/paper_appendix/stage1_only/seed_0007/run_0f4d9065/policy_pref_002_ckpt_000.pt,24.871374130249023,24.871374130249023,0.0,0.20070327566320248,0.89775,0.89775,0.0,-148.7973175048828,-125.0,-23.797317504882812,True,-20.931499481201172,-22.0,1.0685005187988281,True,0.975,0.975,0.10000000149011612,3591.0,4000.0
stage1_pref_002_ckpt_191,/home/waylandlee/Cyber-CMORL/CybORG_plus_plus/cmorl_cyborg/outputs/paper_appendix/stage1_only/seed_0007/run_0f4d9065/policy_pref_002_ckpt_191.pt,38.86161804199219,38.86161804199219,0.0,0.31089293823242187,0.00175,0.00175,0.0,-163.86160278320312,-125.0,-38.861602783203125,True,-0.03700000047683716,-22.0,21.962999999523163,True,1.0,1.0,0.0,7.0,4000.0
stage1_pref_003_ckpt_191,/home/waylandlee/Cyber-CMORL/CybORG_plus_plus/cmorl_cyborg/outputs/paper_appendix/stage1_only/seed_0007/run_0f4d9065/policy_pref_003_ckpt_191.pt,10.50500202178955,10.50500202178955,0.0,0.34972385137731377,0.99425,0.99425,0.0,-119.70206451416016,-125.0,5.297935485839844,True,-29.0935001373291,-22.0,-7.093500137329102,True,0.625,0.625,0.0,3977.0,4000.0
stage1_pref_004_ckpt_191,/home/waylandlee/Cyber-CMORL/CybORG_plus_plus/cmorl_cyborg/outputs/paper_appendix/stage1_only/seed_0007/run_0f4d9065/policy_pref_004_ckpt_191.pt,25.202251434326172,25.202251434326172,0.0,0.20161800079345701,0.7365,0.7365,0.0,-145.59881591796875,-125.0,-20.59881591796875,True,-19.194751739501953,-22.0,2.805248260498047,True,0.85,0.85,0.17499999701976776,2946.0,4000.0
stage1_pref_005_ckpt_000,/home/waylandlee/Cyber-CMORL/CybORG_plus_plus/cmorl_cyborg/outputs/paper_appendix/stage1_only/seed_0007/run_0f4d9065/policy_pref_005_ckpt_000.pt,25.723499298095703,25.723499298095703,0.0,0.20799781618985264,0.8985,0.8985,0.0,-148.2998046875,-125.0,-23.2998046875,True,-20.919750213623047,-22.0,1.0802497863769531,True,0.95,0.95,0.10000000149011612,3594.0,4000.0
stage1_pref_005_ckpt_096,/home/waylandlee/Cyber-CMORL/CybORG_plus_plus/cmorl_cyborg/outputs/paper_appendix/stage1_only/seed_0007/run_0f4d9065/policy_pref_005_ckpt_096.pt,18.30093765258789,18.30093765258789,0.0,0.14640750732421876,0.89,0.89,0.0,-139.7053680419922,-125.0,-14.705368041992188,True,-19.241500854492188,-22.0,2.7584991455078125,True,0.975,0.975,0.125,3560.0,4000.0
stage2_ext_000_obj_0,/home/waylandlee/CMORL2/Cyber-CMORL/cmorl_cyborg/outputs/paper_table_a/ours_stage2_deployability_v3/seed_0007/run_1cf494e3/policy_stage2_000.pt,7.03743839263916,7.03743839263916,0.0,0.05629950408935547,0.6615,0.6615,0.0,-130.9708709716797,-125.0,-5.9708709716796875,True,-17.61574935913086,-22.0,4.384250640869141,True,1.0,1.0,0.125,2646.0,4000.0
stage2_ext_001_obj_1,/home/waylandlee/CMORL2/Cyber-CMORL/cmorl_cyborg/outputs/paper_table_a/ours_stage2_deployability_v3/seed_0007/run_1cf494e3/policy_stage2_001.pt,7.588438510894775,7.588438510894775,0.0,0.06070750732421874,0.55475,0.55475,0.0,-132.32681274414062,-125.0,-7.326812744140625,True,-16.115001678466797,-22.0,5.884998321533203,True,0.975,0.975,0.07500000298023224,2219.0,4000.0
