seed,candidate_label,policy_id,hostname,subnet,role_group,is_critical,compromised_presence_rate,new_compromise_count,recovered_count,blue_target_count,blue_restore_count,blue_analyse_count,blue_decoy_count,red_target_count,red_impact_count
11,selected,stage2_ext_022_obj_1,User0,User,user,False,1.0,0,0,1372,54,365,800,0,0
11,selected,stage2_ext_022_obj_1,User1,User,user,False,0.2169,40,10,592,41,131,413,40,0
11,selected,stage2_ext_022_obj_1,User2,User,user,False,0.2368,43,10,1422,45,282,1091,43,0
11,selected,stage2_ext_022_obj_1,User3,User,user,False,0.2221,39,5,900,19,124,561,151,0
11,selected,stage2_ext_022_obj_1,User4,User,user,False,0.1676,43,19,552,168,8,325,120,0
11,selected,stage2_ext_022_obj_1,Defender,Enterprise,defender,False,0.0,0,0,664,76,312,264,0,0
11,selected,stage2_ext_022_obj_1,Enterprise0,Enterprise,enterprise,False,0.2626,108,81,1767,313,31,1376,279,0
11,selected,stage2_ext_022_obj_1,Enterprise1,Enterprise,enterprise,False,0.3802,91,52,1411,146,36,1222,270,0
11,selected,stage2_ext_022_obj_1,Enterprise2,Enterprise,enterprise,False,0.3665,345,292,3452,819,27,2557,672,0
11,selected,stage2_ext_022_obj_1,Op_Host0,Operational,operational,False,0.0,0,0,935,32,279,623,0,0
11,selected,stage2_ext_022_obj_1,Op_Host1,Operational,operational,False,0.0,0,0,572,15,2,534,0,0
11,selected,stage2_ext_022_obj_1,Op_Host2,Operational,operational,False,0.0,0,0,583,6,85,425,0,0
11,selected,stage2_ext_022_obj_1,Op_Server0,Operational,mission_critical,True,0.5601,335,205,1740,351,68,1308,9024,8498
