method_name,seed,policy_id,candidate_label,episode_id,env_idx,env_seed,step_count,security_return,business_return,cost_return,critical_host_safety_return,business_violation_flag,cost_violation_flag,env_run_feasible_flag,enterprise_foothold_step,first_critical_hit_step,ever_critical_breach,final_critical_breach,critical_dwell_steps,op_server0_impact_count,max_compromised_host_count,blue_first_relevant_response_step,response_delay_after_enterprise,response_delay_after_critical,shield_active_step_count,shield_active_step_rate,shield_fallback_step_count,shield_fallback_step_rate,mean_shield_blocked_probability_mass,no_post_critical_response,risk_tier
no_constraint_stage2_fair,11,stage2_ext_022_obj_1,selected,episode_000,0,11,100,-1158.7999982237816,-134.8225000873208,-20.950000256299973,,True,False,False,5,16,True,True,78,75,5,7,2,2,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,11,stage2_ext_022_obj_1,selected,episode_000,1,1011,100,-453.6499983370304,-122.47500043362379,-23.070000305771828,,False,True,False,5,17,True,False,70,67,5,6,1,1,0,0.0,0,0.0,0.0,False,Tier 2 Transient Critical Breach
no_constraint_stage2_fair,11,stage2_ext_022_obj_1,selected,episode_000,2,2011,100,-990.449998319149,-126.90000019967556,-21.120000272989273,,True,False,False,5,17,True,True,81,78,4,6,1,4,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,11,stage2_ext_022_obj_1,selected,episode_000,3,3011,100,-433.49999755620956,-116.70249944925308,-21.310000259429216,,False,False,True,13,25,True,True,69,64,5,14,1,5,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,11,stage2_ext_022_obj_1,selected,episode_000,4,4011,100,-569.8999947607517,-126.28000032156706,-21.740000262856483,,True,False,False,5,28,True,True,62,57,5,7,2,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,11,stage2_ext_022_obj_1,selected,episode_000,5,5011,100,-1101.250017106533,-146.57000006362796,-19.78000022470951,,True,False,False,9,20,True,True,74,71,5,13,4,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,11,stage2_ext_022_obj_1,selected,episode_000,6,6011,100,-392.9999949336052,-110.42250008508563,-22.74000032246113,,False,True,False,5,40,True,True,58,55,4,6,1,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,11,stage2_ext_022_obj_1,selected,episode_000,7,7011,100,-126.49999660253525,-21.81000005453825,-20.510000243782997,,False,False,True,85,,False,False,0,0,3,86,1,,0,0.0,0,0.0,0.0,False,Tier 1 Near-Miss
no_constraint_stage2_fair,11,stage2_ext_022_obj_1,selected,episode_001,0,12,100,-555.1999931633472,-113.2425005286932,-21.270000264048576,,False,False,True,5,12,True,True,56,52,5,6,1,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,11,stage2_ext_022_obj_1,selected,episode_001,1,1012,100,-1343.249998986721,-132.97750036418438,-20.740000262856483,,True,False,False,5,12,True,True,88,86,4,7,2,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,11,stage2_ext_022_obj_1,selected,episode_001,2,2012,100,-557.3499974012375,-104.57000033557415,-21.450000271201134,,False,False,True,5,48,True,True,40,36,5,12,7,4,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,11,stage2_ext_022_obj_1,selected,episode_001,3,3012,100,-394.4499973356724,-115.06999972462654,-21.700000271201134,,False,False,True,5,20,True,True,69,65,5,6,1,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,11,stage2_ext_022_obj_1,selected,episode_001,4,4012,100,-443.5999953150749,-112.8425011485815,-22.070000290870667,,False,True,False,5,32,True,True,55,51,5,6,1,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,11,stage2_ext_022_obj_1,selected,episode_001,5,5012,100,-1250.250013768673,-120.8875004351139,-21.89000028371811,,False,False,True,5,12,True,True,88,86,5,6,1,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,11,stage2_ext_022_obj_1,selected,episode_001,6,6012,100,-370.4499972462654,-102.31999961659312,-21.1600002348423,,False,False,True,5,22,True,False,59,57,4,11,6,1,0,0.0,0,0.0,0.0,False,Tier 2 Transient Critical Breach
no_constraint_stage2_fair,11,stage2_ext_022_obj_1,selected,episode_001,7,7012,100,-563.0500003695488,-143.37999932840466,-20.84000025689602,,True,False,False,5,12,True,True,80,76,5,9,4,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,11,stage2_ext_022_obj_1,selected,episode_002,0,13,100,-480.0499944090843,-123.24250034242868,-20.63000024855137,,False,False,True,5,31,True,True,63,60,5,6,1,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,11,stage2_ext_022_obj_1,selected,episode_002,1,1013,100,-252.19999116659164,-40.365000389516354,-20.46000025048852,,False,False,True,9,,False,False,0,0,3,11,2,,0,0.0,0,0.0,0.0,False,Tier 1 Near-Miss
no_constraint_stage2_fair,11,stage2_ext_022_obj_1,selected,episode_002,2,2013,100,-704.0000097751617,-129.71999928355217,-22.690000284463167,,True,True,False,5,12,True,True,64,60,5,8,3,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,11,stage2_ext_022_obj_1,selected,episode_002,3,3013,100,-1243.300002515316,-129.18250059336424,-21.2500002682209,,True,False,False,5,22,True,True,78,76,5,9,4,2,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,11,stage2_ext_022_obj_1,selected,episode_002,4,4013,100,-482.64998975396156,-116.27000049129128,-21.620000272989273,,False,False,True,5,45,True,True,42,39,5,6,1,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,11,stage2_ext_022_obj_1,selected,episode_002,5,5013,100,-487.3499988913536,-134.72750022262335,-19.590000227093697,,True,False,False,5,12,True,True,88,86,5,6,1,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,11,stage2_ext_022_obj_1,selected,episode_002,6,6013,100,-916.8500012755394,-132.61500015482306,-21.360000282526016,,True,False,False,5,16,True,True,76,72,5,6,1,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,11,stage2_ext_022_obj_1,selected,episode_002,7,7013,100,-950.4000001549721,-102.44999927282333,-20.490000262856483,,False,False,True,5,34,True,True,66,64,3,6,1,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
