panel_key,panel_title,metric_key,metric_label,metric_source,left_method_name,left_display_name,left_mean,left_std,right_method_name,right_display_name,right_mean,right_std,delta_right_minus_left
objective_3obj_vs_4obj,Panel C: 3-Objective vs. 4-Objective Stage-2,projected_hypervolume_3d,Projected 3D Hypervolume,projected_table_a,ours_stage2,3-Objective Stage-2,2837229.4322916665,218011.6235987808,ours_stage2_v2_4,4-Objective Stage-2,5589724.333333333,673165.5581541999,2752494.9010416665
objective_3obj_vs_4obj,Panel C: 3-Objective vs. 4-Objective Stage-2,projected_expected_utility_3d,Projected 3D Expected Utility,projected_table_a,ours_stage2,3-Objective Stage-2,-175.40171838690515,2.8877838320045446,ours_stage2_v2_4,4-Objective Stage-2,-55.91818436709317,5.547475484903607,119.48353401981197
objective_3obj_vs_4obj,Panel C: 3-Objective vs. 4-Objective Stage-2,feasible_rate,Feasible Rate,matched_deployment,ours_stage2,3-Objective Stage-2,0.0,0.0,ours_stage2_v2_4,4-Objective Stage-2,0.641666678711772,0.4365267035959272,0.641666678711772
objective_3obj_vs_4obj,Panel C: 3-Objective vs. 4-Objective Stage-2,mean_violation,Mean Violation,matched_deployment,ours_stage2,3-Objective Stage-2,86.21523030598958,1.2337374653743651,ours_stage2_v2_4,4-Objective Stage-2,0.09419935543943818,0.12986323774260417,-86.12103095055014
objective_3obj_vs_4obj,Panel C: 3-Objective vs. 4-Objective Stage-2,ever_critical_breach_rate,Ever Critical Breach,semantic,ours_stage2,3-Objective Stage-2,0.9874999999999999,,ours_stage2_v2_4,4-Objective Stage-2,0.0,,-0.9874999999999999
objective_3obj_vs_4obj,Panel C: 3-Objective vs. 4-Objective Stage-2,persistent_critical_breach_rate,Persistent Critical Breach,semantic,ours_stage2,3-Objective Stage-2,0.6458333333333334,,ours_stage2_v2_4,4-Objective Stage-2,0.0,,-0.6458333333333334
objective_3obj_vs_4obj,Panel C: 3-Objective vs. 4-Objective Stage-2,Q4_user_focus_after_enterprise_foothold,Post-Foothold Drift (Q4),semantic,ours_stage2,3-Objective Stage-2,0.6750000000000002,,ours_stage2_v2_4,4-Objective Stage-2,0.0020833333333333333,,-0.6729166666666668
objective_3obj_vs_4obj,Panel C: 3-Objective vs. 4-Objective Stage-2,Q5_repeated_low_value_decoy_loop,Repeated Low-Value Decoy Loop (Q5),semantic,ours_stage2,3-Objective Stage-2,0.4708333333333334,,ours_stage2_v2_4,4-Objective Stage-2,0.0,,-0.4708333333333334
