seed,candidate_label,policy_id,hostname,subnet,role_group,is_critical,compromised_presence_rate,new_compromise_count,recovered_count,blue_target_count,blue_restore_count,blue_analyse_count,blue_decoy_count,red_target_count,red_impact_count
7,selected,stage1_pref_000_ckpt_191,User0,User,user,False,1.0,0,0,1539,2,36,1501,0,0
7,selected,stage1_pref_000_ckpt_191,User1,User,user,False,0.2511,41,0,912,0,1,902,45,0
7,selected,stage1_pref_000_ckpt_191,User2,User,user,False,0.2713,46,4,615,23,0,118,47,0
7,selected,stage1_pref_000_ckpt_191,User3,User,user,False,0.2695,44,0,149,0,9,139,44,0
7,selected,stage1_pref_000_ckpt_191,User4,User,user,False,0.1776,29,0,466,1,45,419,29,0
7,selected,stage1_pref_000_ckpt_191,Defender,Enterprise,defender,False,0.0,0,0,330,0,13,317,0,0
7,selected,stage1_pref_000_ckpt_191,Enterprise0,Enterprise,enterprise,False,0.2843,75,45,934,165,8,709,76,0
7,selected,stage1_pref_000_ckpt_191,Enterprise1,Enterprise,enterprise,False,0.0968,108,108,1392,1174,44,67,110,0
7,selected,stage1_pref_000_ckpt_191,Enterprise2,Enterprise,enterprise,False,0.3072,1456,1382,5007,4645,0,334,1485,0
7,selected,stage1_pref_000_ckpt_191,Op_Host0,Operational,operational,False,0.0,0,0,886,2,0,17,0,0
7,selected,stage1_pref_000_ckpt_191,Op_Host1,Operational,operational,False,0.0,0,0,100,28,4,68,0,0
7,selected,stage1_pref_000_ckpt_191,Op_Host2,Operational,operational,False,0.0,0,0,35,1,2,32,0,0
7,selected,stage1_pref_000_ckpt_191,Op_Server0,Operational,mission_critical,True,0.4691,1169,1096,3621,2328,0,1290,8351,6277
