seed,candidate_label,policy_id,hostname,subnet,role_group,is_critical,compromised_presence_rate,new_compromise_count,recovered_count,blue_target_count,blue_restore_count,blue_analyse_count,blue_decoy_count,red_target_count,red_impact_count
7,selected,stage2_ext_022_obj_1,User0,User,user,False,1.0,0,0,137,0,30,101,0,0
7,selected,stage2_ext_022_obj_1,User1,User,user,False,0.2346,9,5,97,16,10,64,9,0
7,selected,stage2_ext_022_obj_1,User2,User,user,False,0.1333,7,6,178,62,0,93,7,0
7,selected,stage2_ext_022_obj_1,User3,User,user,False,0.1146,3,1,152,6,6,140,3,0
7,selected,stage2_ext_022_obj_1,User4,User,user,False,0.155,5,2,123,8,2,52,13,0
7,selected,stage2_ext_022_obj_1,Defender,Enterprise,defender,False,0.0,0,0,160,3,25,127,0,0
7,selected,stage2_ext_022_obj_1,Enterprise0,Enterprise,enterprise,False,0.3033,8,0,226,0,40,186,14,0
7,selected,stage2_ext_022_obj_1,Enterprise1,Enterprise,enterprise,False,0.1608,20,20,173,133,0,38,39,0
7,selected,stage2_ext_022_obj_1,Enterprise2,Enterprise,enterprise,False,0.3871,30,28,216,74,18,116,61,0
7,selected,stage2_ext_022_obj_1,Op_Host0,Operational,operational,False,0.0,0,0,95,0,9,79,0,0
7,selected,stage2_ext_022_obj_1,Op_Host1,Operational,operational,False,0.0,0,0,136,1,4,113,0,0
7,selected,stage2_ext_022_obj_1,Op_Host2,Operational,operational,False,0.0,0,0,108,1,68,38,0,0
7,selected,stage2_ext_022_obj_1,Op_Server0,Operational,mission_critical,True,0.7442,27,3,191,3,0,186,1765,1735
