method_name,display_name,preference_index,preference_label,pref_security,pref_business,pref_cost,dominant_policy_id,dominant_slot,dominant_count,dominant_share,num_distinct_policies
preference_conditioned_ppo,Preference-Conditioned PPO,5,"(0, 0.5, 0.5)",0.0,0.5,0.5,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,6,"(0, 0.6, 0.4)",0.0,0.6000000238418579,0.4000000059604645,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,7,"(0, 0.7, 0.3)",0.0,0.699999988079071,0.30000001192092896,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,8,"(0, 0.8, 0.2)",0.0,0.800000011920929,0.20000000298023224,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,9,"(0, 0.9, 0.1)",0.0,0.8999999761581421,0.10000000149011612,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,10,"(0, 1, 0)",0.0,1.0,0.0,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,11,"(0.1, 0, 0.9)",0.10000000149011612,0.0,0.8999999761581421,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,12,"(0.1, 0.1, 0.8)",0.10000000149011612,0.10000000149011612,0.800000011920929,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,13,"(0.1, 0.2, 0.7)",0.10000000149011612,0.20000000298023224,0.699999988079071,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,14,"(0.1, 0.3, 0.6)",0.10000000149011612,0.30000001192092896,0.6000000238418579,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,15,"(0.1, 0.4, 0.5)",0.10000000149011612,0.4000000059604645,0.5,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,16,"(0.1, 0.5, 0.4)",0.10000000149011612,0.5,0.4000000059604645,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,17,"(0.1, 0.6, 0.3)",0.10000000149011612,0.6000000238418579,0.30000001192092896,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,18,"(0.1, 0.7, 0.2)",0.10000000149011612,0.699999988079071,0.20000000298023224,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,19,"(0.1, 0.8, 0.1)",0.10000000149011612,0.800000011920929,0.10000000149011612,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,20,"(0.1, 0.9, 0)",0.10000000149011612,0.8999999761581421,0.0,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,21,"(0.2, 0, 0.8)",0.20000000298023224,0.0,0.800000011920929,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,22,"(0.2, 0.1, 0.7)",0.20000000298023224,0.10000000149011612,0.699999988079071,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,23,"(0.2, 0.2, 0.6)",0.20000000298023224,0.20000000298023224,0.6000000238418579,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,24,"(0.2, 0.3, 0.5)",0.20000000298023224,0.30000001192092896,0.5,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,25,"(0.2, 0.4, 0.4)",0.20000000298023224,0.4000000059604645,0.4000000059604645,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,26,"(0.2, 0.5, 0.3)",0.20000000298023224,0.5,0.30000001192092896,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,27,"(0.2, 0.6, 0.2)",0.20000000298023224,0.6000000238418579,0.20000000298023224,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,28,"(0.2, 0.7, 0.1)",0.20000000298023224,0.699999988079071,0.10000000149011612,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,29,"(0.2, 0.8, 0)",0.20000000298023224,0.800000011920929,0.0,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,30,"(0.3, 0, 0.7)",0.30000001192092896,0.0,0.699999988079071,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,31,"(0.3, 0.1, 0.6)",0.30000001192092896,0.10000000149011612,0.6000000238418579,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,32,"(0.3, 0.2, 0.5)",0.30000001192092896,0.20000000298023224,0.5,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,33,"(0.3, 0.3, 0.4)",0.30000001192092896,0.30000001192092896,0.4000000059604645,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,34,"(0.3, 0.4, 0.3)",0.30000001192092896,0.4000000059604645,0.30000001192092896,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,35,"(0.3, 0.5, 0.2)",0.30000001192092896,0.5,0.20000000298023224,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,36,"(0.3, 0.6, 0.1)",0.30000001192092896,0.6000000238418579,0.10000000149011612,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,37,"(0.3, 0.7, 0)",0.30000001192092896,0.699999988079071,0.0,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,38,"(0.4, 0, 0.6)",0.4000000059604645,0.0,0.6000000238418579,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,39,"(0.4, 0.1, 0.5)",0.4000000059604645,0.10000000149011612,0.5,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,40,"(0.4, 0.2, 0.4)",0.4000000059604645,0.20000000298023224,0.4000000059604645,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,41,"(0.4, 0.3, 0.3)",0.4000000059604645,0.30000001192092896,0.30000001192092896,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,42,"(0.4, 0.4, 0.2)",0.4000000059604645,0.4000000059604645,0.20000000298023224,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,43,"(0.4, 0.5, 0.1)",0.4000000059604645,0.5,0.10000000149011612,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,44,"(0.4, 0.6, 0)",0.4000000059604645,0.6000000238418579,0.0,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,45,"(0.5, 0, 0.5)",0.5,0.0,0.5,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,46,"(0.5, 0.1, 0.4)",0.5,0.10000000149011612,0.4000000059604645,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,47,"(0.5, 0.2, 0.3)",0.5,0.20000000298023224,0.30000001192092896,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,48,"(0.5, 0.3, 0.2)",0.5,0.30000001192092896,0.20000000298023224,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,49,"(0.5, 0.4, 0.1)",0.5,0.4000000059604645,0.10000000149011612,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,50,"(0.5, 0.5, 0)",0.5,0.5,0.0,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,51,"(0.6, 0, 0.4)",0.6000000238418579,0.0,0.4000000059604645,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,52,"(0.6, 0.1, 0.3)",0.6000000238418579,0.10000000149011612,0.30000001192092896,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,53,"(0.6, 0.2, 0.2)",0.6000000238418579,0.20000000298023224,0.20000000298023224,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,54,"(0.6, 0.3, 0.1)",0.6000000238418579,0.30000001192092896,0.10000000149011612,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,55,"(0.6, 0.4, 0)",0.6000000238418579,0.4000000059604645,0.0,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,56,"(0.7, 0, 0.3)",0.699999988079071,0.0,0.30000001192092896,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,57,"(0.7, 0.1, 0.2)",0.699999988079071,0.10000000149011612,0.20000000298023224,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,58,"(0.7, 0.2, 0.1)",0.699999988079071,0.20000000298023224,0.10000000149011612,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,59,"(0.7, 0.3, 0)",0.699999988079071,0.30000001192092896,0.0,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,60,"(0.8, 0, 0.2)",0.800000011920929,0.0,0.20000000298023224,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,61,"(0.8, 0.1, 0.1)",0.800000011920929,0.10000000149011612,0.10000000149011612,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,62,"(0.8, 0.2, 0)",0.800000011920929,0.20000000298023224,0.0,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,63,"(0.9, 0, 0.1)",0.8999999761581421,0.0,0.10000000149011612,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,64,"(0.9, 0.1, 0)",0.8999999761581421,0.10000000149011612,0.0,evaluated_pref_033,1,1,0.3333333333333333,3
preference_conditioned_ppo,Preference-Conditioned PPO,65,"(1, 0, 0)",1.0,0.0,0.0,evaluated_pref_033,1,1,0.3333333333333333,3
pcn,PCN,0,"(0, 0, 1)",0.0,0.0,1.0,evaluated_pref_000,7,2,0.6666666666666666,2
pcn,PCN,1,"(0, 0.1, 0.9)",0.0,0.10000000149011612,0.8999999761581421,evaluated_pref_001,6,2,0.6666666666666666,2
pcn,PCN,2,"(0, 0.2, 0.8)",0.0,0.20000000298023224,0.800000011920929,evaluated_pref_001,6,2,0.6666666666666666,2
pcn,PCN,3,"(0, 0.3, 0.7)",0.0,0.30000001192092896,0.699999988079071,evaluated_pref_032,5,1,0.3333333333333333,3
pcn,PCN,4,"(0, 0.4, 0.6)",0.0,0.4000000059604645,0.6000000238418579,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,5,"(0, 0.5, 0.5)",0.0,0.5,0.5,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,6,"(0, 0.6, 0.4)",0.0,0.6000000238418579,0.4000000059604645,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,7,"(0, 0.7, 0.3)",0.0,0.699999988079071,0.30000001192092896,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,8,"(0, 0.8, 0.2)",0.0,0.800000011920929,0.20000000298023224,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,9,"(0, 0.9, 0.1)",0.0,0.8999999761581421,0.10000000149011612,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,10,"(0, 1, 0)",0.0,1.0,0.0,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,11,"(0.1, 0, 0.9)",0.10000000149011612,0.0,0.8999999761581421,evaluated_pref_064,2,1,0.3333333333333333,3
pcn,PCN,12,"(0.1, 0.1, 0.8)",0.10000000149011612,0.10000000149011612,0.800000011920929,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,13,"(0.1, 0.2, 0.7)",0.10000000149011612,0.20000000298023224,0.699999988079071,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,14,"(0.1, 0.3, 0.6)",0.10000000149011612,0.30000001192092896,0.6000000238418579,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,15,"(0.1, 0.4, 0.5)",0.10000000149011612,0.4000000059604645,0.5,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,16,"(0.1, 0.5, 0.4)",0.10000000149011612,0.5,0.4000000059604645,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,17,"(0.1, 0.6, 0.3)",0.10000000149011612,0.6000000238418579,0.30000001192092896,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,18,"(0.1, 0.7, 0.2)",0.10000000149011612,0.699999988079071,0.20000000298023224,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,19,"(0.1, 0.8, 0.1)",0.10000000149011612,0.800000011920929,0.10000000149011612,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,20,"(0.1, 0.9, 0)",0.10000000149011612,0.8999999761581421,0.0,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,21,"(0.2, 0, 0.8)",0.20000000298023224,0.0,0.800000011920929,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,22,"(0.2, 0.1, 0.7)",0.20000000298023224,0.10000000149011612,0.699999988079071,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,23,"(0.2, 0.2, 0.6)",0.20000000298023224,0.20000000298023224,0.6000000238418579,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,24,"(0.2, 0.3, 0.5)",0.20000000298023224,0.30000001192092896,0.5,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,25,"(0.2, 0.4, 0.4)",0.20000000298023224,0.4000000059604645,0.4000000059604645,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,26,"(0.2, 0.5, 0.3)",0.20000000298023224,0.5,0.30000001192092896,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,27,"(0.2, 0.6, 0.2)",0.20000000298023224,0.6000000238418579,0.20000000298023224,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,28,"(0.2, 0.7, 0.1)",0.20000000298023224,0.699999988079071,0.10000000149011612,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,29,"(0.2, 0.8, 0)",0.20000000298023224,0.800000011920929,0.0,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,30,"(0.3, 0, 0.7)",0.30000001192092896,0.0,0.699999988079071,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,31,"(0.3, 0.1, 0.6)",0.30000001192092896,0.10000000149011612,0.6000000238418579,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,32,"(0.3, 0.2, 0.5)",0.30000001192092896,0.20000000298023224,0.5,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,33,"(0.3, 0.3, 0.4)",0.30000001192092896,0.30000001192092896,0.4000000059604645,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,34,"(0.3, 0.4, 0.3)",0.30000001192092896,0.4000000059604645,0.30000001192092896,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,35,"(0.3, 0.5, 0.2)",0.30000001192092896,0.5,0.20000000298023224,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,36,"(0.3, 0.6, 0.1)",0.30000001192092896,0.6000000238418579,0.10000000149011612,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,37,"(0.3, 0.7, 0)",0.30000001192092896,0.699999988079071,0.0,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,38,"(0.4, 0, 0.6)",0.4000000059604645,0.0,0.6000000238418579,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,39,"(0.4, 0.1, 0.5)",0.4000000059604645,0.10000000149011612,0.5,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,40,"(0.4, 0.2, 0.4)",0.4000000059604645,0.20000000298023224,0.4000000059604645,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,41,"(0.4, 0.3, 0.3)",0.4000000059604645,0.30000001192092896,0.30000001192092896,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,42,"(0.4, 0.4, 0.2)",0.4000000059604645,0.4000000059604645,0.20000000298023224,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,43,"(0.4, 0.5, 0.1)",0.4000000059604645,0.5,0.10000000149011612,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,44,"(0.4, 0.6, 0)",0.4000000059604645,0.6000000238418579,0.0,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,45,"(0.5, 0, 0.5)",0.5,0.0,0.5,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,46,"(0.5, 0.1, 0.4)",0.5,0.10000000149011612,0.4000000059604645,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,47,"(0.5, 0.2, 0.3)",0.5,0.20000000298023224,0.30000001192092896,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,48,"(0.5, 0.3, 0.2)",0.5,0.30000001192092896,0.20000000298023224,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,49,"(0.5, 0.4, 0.1)",0.5,0.4000000059604645,0.10000000149011612,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,50,"(0.5, 0.5, 0)",0.5,0.5,0.0,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,51,"(0.6, 0, 0.4)",0.6000000238418579,0.0,0.4000000059604645,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,52,"(0.6, 0.1, 0.3)",0.6000000238418579,0.10000000149011612,0.30000001192092896,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,53,"(0.6, 0.2, 0.2)",0.6000000238418579,0.20000000298023224,0.20000000298023224,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,54,"(0.6, 0.3, 0.1)",0.6000000238418579,0.30000001192092896,0.10000000149011612,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,55,"(0.6, 0.4, 0)",0.6000000238418579,0.4000000059604645,0.0,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,56,"(0.7, 0, 0.3)",0.699999988079071,0.0,0.30000001192092896,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,57,"(0.7, 0.1, 0.2)",0.699999988079071,0.10000000149011612,0.20000000298023224,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,58,"(0.7, 0.2, 0.1)",0.699999988079071,0.20000000298023224,0.10000000149011612,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,59,"(0.7, 0.3, 0)",0.699999988079071,0.30000001192092896,0.0,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,60,"(0.8, 0, 0.2)",0.800000011920929,0.0,0.20000000298023224,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,61,"(0.8, 0.1, 0.1)",0.800000011920929,0.10000000149011612,0.10000000149011612,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,62,"(0.8, 0.2, 0)",0.800000011920929,0.20000000298023224,0.0,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,63,"(0.9, 0, 0.1)",0.8999999761581421,0.0,0.10000000149011612,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,64,"(0.9, 0.1, 0)",0.8999999761581421,0.10000000149011612,0.0,evaluated_pref_010,1,1,0.3333333333333333,3
pcn,PCN,65,"(1, 0, 0)",1.0,0.0,0.0,evaluated_pref_010,1,1,0.3333333333333333,3
