method_name,display_name,seed,preference_index,pref_security,pref_business,pref_cost,assigned_policy_id,utility
ours_stage2,Ours Stage2,11,49,0.5,0.4000000059604645,0.10000000149011612,stage2_ext_002_obj_0,-246.6700439453125
ours_stage2,Ours Stage2,11,50,0.5,0.5,0.0,stage2_ext_002_obj_0,-254.1136932373047
ours_stage2,Ours Stage2,11,51,0.6000000238418579,0.0,0.4000000059604645,stage2_ext_002_obj_0,-254.7725830078125
ours_stage2,Ours Stage2,11,52,0.6000000238418579,0.10000000149011612,0.30000001192092896,stage2_ext_002_obj_0,-262.21624755859375
ours_stage2,Ours Stage2,11,53,0.6000000238418579,0.20000000298023224,0.20000000298023224,stage2_ext_002_obj_0,-269.659912109375
ours_stage2,Ours Stage2,11,54,0.6000000238418579,0.30000001192092896,0.10000000149011612,stage2_ext_002_obj_0,-277.1035461425781
ours_stage2,Ours Stage2,11,55,0.6000000238418579,0.4000000059604645,0.0,stage2_ext_002_obj_0,-284.5472106933594
ours_stage2,Ours Stage2,11,56,0.699999988079071,0.0,0.30000001192092896,stage2_ext_002_obj_0,-292.6497497558594
ours_stage2,Ours Stage2,11,57,0.699999988079071,0.10000000149011612,0.20000000298023224,stage2_ext_002_obj_0,-300.0934143066406
ours_stage2,Ours Stage2,11,58,0.699999988079071,0.20000000298023224,0.10000000149011612,stage2_ext_002_obj_0,-307.53704833984375
ours_stage2,Ours Stage2,11,59,0.699999988079071,0.30000001192092896,0.0,stage2_ext_002_obj_0,-314.980712890625
ours_stage2,Ours Stage2,11,60,0.800000011920929,0.0,0.20000000298023224,stage2_ext_002_obj_0,-330.52691650390625
ours_stage2,Ours Stage2,11,61,0.800000011920929,0.10000000149011612,0.10000000149011612,stage2_ext_002_obj_0,-337.9705505371094
ours_stage2,Ours Stage2,11,62,0.800000011920929,0.20000000298023224,0.0,stage2_ext_002_obj_0,-345.4142150878906
ours_stage2,Ours Stage2,11,63,0.8999999761581421,0.0,0.10000000149011612,stage2_ext_002_obj_0,-368.404052734375
ours_stage2,Ours Stage2,11,64,0.8999999761581421,0.10000000149011612,0.0,stage2_ext_002_obj_0,-375.84771728515625
ours_stage2,Ours Stage2,11,65,1.0,0.0,0.0,stage2_ext_002_obj_0,-406.28125
ours_stage2,Ours Stage2,19,0,0.0,0.0,1.0,stage2_ext_008_obj_2,-0.008333333767950535
ours_stage2,Ours Stage2,19,1,0.0,0.10000000149011612,0.8999999761581421,stage2_ext_008_obj_2,-16.392791748046875
ours_stage2,Ours Stage2,19,2,0.0,0.20000000298023224,0.800000011920929,stage2_ext_004_obj_2,-32.45994186401367
ours_stage2,Ours Stage2,19,3,0.0,0.30000001192092896,0.699999988079071,stage2_ext_001_obj_0,-47.379512786865234
ours_stage2,Ours Stage2,19,4,0.0,0.4000000059604645,0.6000000238418579,stage2_ext_001_obj_0,-55.80879592895508
ours_stage2,Ours Stage2,19,5,0.0,0.5,0.5,stage2_ext_001_obj_0,-64.23807525634766
ours_stage2,Ours Stage2,19,6,0.0,0.6000000238418579,0.4000000059604645,stage2_ext_001_obj_0,-72.6673583984375
ours_stage2,Ours Stage2,19,7,0.0,0.699999988079071,0.30000001192092896,stage2_ext_001_obj_0,-81.09664154052734
ours_stage2,Ours Stage2,19,8,0.0,0.800000011920929,0.20000000298023224,stage2_ext_001_obj_0,-89.52592468261719
ours_stage2,Ours Stage2,19,9,0.0,0.8999999761581421,0.10000000149011612,stage2_ext_001_obj_0,-97.9552001953125
ours_stage2,Ours Stage2,19,10,0.0,1.0,0.0,stage2_ext_001_obj_0,-106.38448333740234
ours_stage2,Ours Stage2,19,11,0.10000000149011612,0.0,0.8999999761581421,stage2_ext_000_obj_0,-64.52532958984375
ours_stage2,Ours Stage2,19,12,0.10000000149011612,0.10000000149011612,0.800000011920929,stage2_ext_000_obj_0,-72.61811065673828
ours_stage2,Ours Stage2,19,13,0.10000000149011612,0.20000000298023224,0.699999988079071,stage2_ext_000_obj_0,-80.71089172363281
ours_stage2,Ours Stage2,19,14,0.10000000149011612,0.30000001192092896,0.6000000238418579,stage2_ext_000_obj_0,-88.80368041992188
ours_stage2,Ours Stage2,19,15,0.10000000149011612,0.4000000059604645,0.5,stage2_ext_000_obj_0,-96.89645385742188
ours_stage2,Ours Stage2,19,16,0.10000000149011612,0.5,0.4000000059604645,stage2_ext_000_obj_0,-104.98924255371094
ours_stage2,Ours Stage2,19,17,0.10000000149011612,0.6000000238418579,0.30000001192092896,stage2_ext_000_obj_0,-113.08202362060547
ours_stage2,Ours Stage2,19,18,0.10000000149011612,0.699999988079071,0.20000000298023224,stage2_ext_000_obj_0,-121.17479705810547
