source_path,hypervolume,expected_utility,sparsity,num_pareto_records,coverage_ratio,unique_assigned_policies
/home/waylandlee/Cyber-CMORL/CybORG_plus_plus/cmorl_minicage/outputs/paper_appendix/aggregated/stage1_only.json,25790.183055114747,-140.5481199755813,7735.1080208778385,3.6,0.7933333333333333,2.8
/home/waylandlee/Cyber-CMORL/CybORG_plus_plus/cmorl_minicage/outputs/paper_appendix/aggregated/no_constraint_stage2.json,12857.739893722533,-117.21322421738594,2343.985856592655,4.6,0.6599999999999999,2.6
/home/waylandlee/Cyber-CMORL/CybORG_plus_plus/cmorl_minicage/outputs/paper_appendix/aggregated/single_objective.json,387844.78968823515,-89.71400191711656,211.5003039974516,18.4,0.3233294930875576,5.0
/home/waylandlee/Cyber-CMORL/CybORG_plus_plus/cmorl_minicage/outputs/paper_appendix/aggregated/weighted_sum.json,62863.64900296628,-102.20402709570797,699.3182307426134,4.4,0.7233333333333334,3.0
