seed,candidate_label,policy_id,hostname,subnet,role_group,is_critical,compromised_presence_rate,new_compromise_count,recovered_count,blue_target_count,blue_restore_count,blue_analyse_count,blue_decoy_count,red_target_count,red_impact_count
7,selected,stage2_ext_005_obj_0,User0,User,user,False,1.0,0,0,846,30,70,732,0,0
7,selected,stage2_ext_005_obj_0,User1,User,user,False,0.2266,37,0,122,2,1,79,37,0
7,selected,stage2_ext_005_obj_0,User2,User,user,False,0.1923,52,33,713,216,30,411,67,0
7,selected,stage2_ext_005_obj_0,User3,User,user,False,0.1792,32,6,2073,25,8,2016,38,0
7,selected,stage2_ext_005_obj_0,User4,User,user,False,0.2436,41,2,164,14,3,144,68,0
7,selected,stage2_ext_005_obj_0,Defender,Enterprise,defender,False,0.0,0,0,955,4,64,886,0,0
7,selected,stage2_ext_005_obj_0,Enterprise0,Enterprise,enterprise,False,0.2339,99,80,875,324,239,298,195,0
7,selected,stage2_ext_005_obj_0,Enterprise1,Enterprise,enterprise,False,0.1532,178,170,3834,937,184,171,283,0
7,selected,stage2_ext_005_obj_0,Enterprise2,Enterprise,enterprise,False,0.3496,368,304,3263,879,9,2145,389,0
7,selected,stage2_ext_005_obj_0,Op_Host0,Operational,operational,False,0.0,0,0,505,37,1,233,0,0
7,selected,stage2_ext_005_obj_0,Op_Host1,Operational,operational,False,0.0,0,0,659,261,19,372,0,0
7,selected,stage2_ext_005_obj_0,Op_Host2,Operational,operational,False,0.0,0,0,389,2,6,380,0,0
7,selected,stage2_ext_005_obj_0,Op_Server0,Operational,mission_critical,True,0.6721,534,410,1363,637,9,713,11009,10098
