method_name,seed,policy_id,candidate_label,episode_id,env_idx,env_seed,step_count,security_return,business_return,cost_return,critical_host_safety_return,business_violation_flag,cost_violation_flag,env_run_feasible_flag,enterprise_foothold_step,first_critical_hit_step,ever_critical_breach,final_critical_breach,critical_dwell_steps,op_server0_impact_count,max_compromised_host_count,blue_first_relevant_response_step,response_delay_after_enterprise,response_delay_after_critical,shield_active_step_count,shield_active_step_rate,shield_fallback_step_count,shield_fallback_step_rate,mean_shield_blocked_probability_mass,no_post_critical_response,risk_tier
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_000,0,19,100,-1061.9499987959862,-105.90499997884035,-20.210000231862068,,False,False,True,25,32,True,True,68,66,5,31,6,2,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_000,1,1019,100,-482.64999973773956,-107.70249997079372,-22.910000309348106,,False,True,False,5,12,True,True,82,79,4,10,5,2,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_000,2,2019,100,-542.9999946951866,-122.58500050753355,-23.90000031888485,,False,True,False,5,38,True,True,56,53,5,7,2,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_000,3,3019,100,-792.5999996066093,-121.85750045254827,-22.820000305771828,,False,True,False,5,24,True,True,74,71,5,11,6,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_000,4,4019,100,-1369.15000385046,-137.52500019967556,-21.67000025510788,,True,False,False,5,12,True,True,88,86,5,6,1,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_000,5,5019,100,-911.9000048041344,-138.8274999037385,-22.920000284910202,,True,True,False,5,12,True,True,86,83,5,6,1,5,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_000,6,6019,100,-1285.7000097334385,-123.67500006780028,-22.040000289678574,,False,True,False,5,12,True,True,88,86,5,7,2,6,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_000,7,7019,100,-505.1999949514866,-131.8425002247095,-22.830000281333923,,True,True,False,21,28,True,True,72,70,5,22,1,2,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_001,0,20,100,-1345.0999993681908,-132.0800004079938,-21.040000274777412,,True,False,False,5,12,True,True,88,86,5,9,4,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_001,1,1020,100,-510.0499967932701,-133.28500008955598,-22.80000029504299,,True,True,False,5,20,True,True,80,78,5,6,1,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_001,2,2020,100,-1086.4000062346458,-127.30749992281199,-21.560000270605087,,True,False,False,5,36,True,False,59,58,5,9,4,2,0,0.0,0,0.0,0.0,False,Tier 2 Transient Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_001,3,3020,100,-554.5000011324883,-133.2300001308322,-22.360000297427177,,True,True,False,5,12,True,True,86,83,5,8,3,2,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_001,4,4020,100,-353.7999982237816,-91.2024996317923,-20.140000239014626,,False,False,True,37,44,True,True,55,52,4,40,3,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_001,5,5020,100,-1302.1500143110752,-150.04500041157007,-21.46000027656555,,True,False,False,5,12,True,True,86,83,5,7,2,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_001,6,6020,100,-629.6999973356724,-128.38750037178397,-22.93000030517578,,True,True,False,5,20,True,True,72,68,5,7,2,4,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_001,7,7020,100,-1365.6000027060509,-137.29000044241548,-21.290000274777412,,True,False,False,5,12,True,True,88,86,5,7,2,5,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_002,0,21,100,-1318.5999993681908,-128.4574998281896,-20.480000242590904,,True,False,False,5,12,True,True,88,86,5,7,2,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_002,1,1021,100,-102.99999767541885,-17.812499850988388,-21.460000291466713,,False,False,True,,,False,False,0,0,2,,,,0,0.0,0,0.0,0.0,False,Tier 0 Safe
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_002,2,2021,100,-1326.250005185604,-130.1550005748868,-23.840000316500664,,True,True,False,5,12,True,True,88,86,5,6,1,6,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_002,3,3021,100,-531.7499961256981,-140.99250020086765,-20.970000252127647,,True,False,False,9,16,True,True,84,82,5,13,4,2,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_002,4,4021,100,-1367.7500022947788,-135.7049996331334,-22.310000270605087,,True,True,False,5,12,True,True,88,86,5,8,3,10,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_002,5,5021,100,-1387.1000064611435,-140.81000082194805,-21.870000287890434,,True,False,False,5,12,True,True,88,86,5,6,1,5,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_002,6,6021,100,-364.2999972999096,-116.24749912694097,-23.330000281333923,,False,True,False,5,12,True,True,86,83,4,7,2,3,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_002,7,7021,100,-1128.7500030398369,-125.91500026360154,-21.92000027000904,,True,False,False,5,12,True,True,76,73,5,7,2,3,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_003,0,22,100,-1350.0999993383884,-132.590000230819,-21.850000277161598,,True,False,False,5,12,True,True,88,86,5,7,2,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_003,1,1022,100,-471.54999151825905,-111.85749979689717,-21.630000293254852,,False,False,True,5,38,True,True,46,43,5,7,2,2,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_003,2,2022,100,-404.3999986052513,-105.6849999949336,-21.580000281333923,,False,False,True,25,32,True,True,68,66,4,31,6,2,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_003,3,3022,100,-507.9499987959862,-136.35000045225024,-22.39000029861927,,True,True,False,5,12,True,True,86,83,5,7,2,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_003,4,4022,100,-1090.5000123381615,-102.20750004798174,-23.740000307559967,,False,True,False,13,20,True,True,80,78,5,16,3,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_003,5,5022,100,-420.4499995112419,-105.23000025749207,-22.6900003105402,,False,True,False,25,32,True,True,66,63,5,32,7,4,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_003,6,6022,100,-1341.3500036299229,-132.9850002527237,-21.72000028192997,,True,False,False,5,12,True,True,88,86,5,10,5,3,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_003,7,7022,100,-504.0999998450279,-130.8399994932115,-22.330000311136246,,True,True,False,5,12,True,True,86,83,4,8,3,2,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_004,0,23,100,-698.3999980092049,-118.17500012740493,-22.750000283122063,,False,True,False,5,12,True,True,76,70,4,11,6,3,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_004,1,1023,100,-1027.5999988913536,-130.0199998356402,-21.790000274777412,,True,False,False,5,12,True,True,86,83,4,8,3,7,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_004,2,2023,100,-510.49999848008156,-137.29250030964613,-22.300000309944153,,True,True,False,5,12,True,True,86,83,5,13,8,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_004,3,3023,100,-1433.0500168204308,-152.04000014066696,-19.95000024139881,,True,False,False,5,12,True,True,88,86,5,9,4,6,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_004,4,4023,100,-508.2999982237816,-135.50250007212162,-22.43000027537346,,True,True,False,5,12,True,True,84,80,5,6,1,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_004,5,5023,100,-699.0500044226646,-138.06000028550625,-22.590000301599503,,True,True,False,5,12,True,True,86,83,5,6,1,1,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
no_constraint_stage2_fair,19,stage2_ext_031_obj_1,selected,episode_004,6,6023,100,-778.8499998450279,-132.39249978214502,-20.220000222325325,,True,False,False,5,12,True,True,86,83,5,9,4,2,0,0.0,0,0.0,0.0,False,Tier 3 Persistent Critical Breach
