seed,candidate_label,policy_id,hostname,subnet,role_group,is_critical,compromised_presence_rate,new_compromise_count,recovered_count,blue_target_count,blue_restore_count,blue_analyse_count,blue_decoy_count,red_target_count,red_impact_count
19,selected,stage2_ext_009_obj_1,User0,User,user,False,1.0,0,0,1961,19,1857,84,0,0
19,selected,stage2_ext_009_obj_1,User1,User,user,False,0.2416,40,1,113,5,95,8,40,0
19,selected,stage2_ext_009_obj_1,User2,User,user,False,0.2519,44,3,2370,14,1812,83,44,0
19,selected,stage2_ext_009_obj_1,User3,User,user,False,0.2082,34,0,936,0,139,796,534,0
19,selected,stage2_ext_009_obj_1,User4,User,user,False,0.2693,44,0,239,0,6,226,829,0
19,selected,stage2_ext_009_obj_1,Defender,Enterprise,defender,False,0.0,0,0,47,8,23,15,0,0
19,selected,stage2_ext_009_obj_1,Enterprise0,Enterprise,enterprise,False,0.0704,1127,1093,6071,1093,0,4937,1093,0
19,selected,stage2_ext_009_obj_1,Enterprise1,Enterprise,enterprise,False,0.2459,3934,3852,3926,3856,1,69,3852,0
19,selected,stage2_ext_009_obj_1,Enterprise2,Enterprise,enterprise,False,0.0,0,0,173,20,14,129,0,0
19,selected,stage2_ext_009_obj_1,Op_Host0,Operational,operational,False,0.0,0,0,26,0,3,21,0,0
19,selected,stage2_ext_009_obj_1,Op_Host1,Operational,operational,False,0.0,0,0,44,1,2,34,0,0
19,selected,stage2_ext_009_obj_1,Op_Host2,Operational,operational,False,0.0,0,0,28,0,18,9,0,0
19,selected,stage2_ext_009_obj_1,Op_Server0,Operational,mission_critical,True,0.0,0,0,51,0,24,21,0,0
