method_name,display_group,hypervolume,expected_utility,sparsity,num_pareto_records,coverage_ratio,unique_assigned_policies,final_critical_compromised_hosts,critical_impact_count,high_disruption_action_rate
ours_stage2_v2_4,Ours Stage2 V2.4,1764.2480 $\pm$ 1117.9673,-41.9193 $\pm$ 4.1438,579.2747 $\pm$ 497.3813,5.3333 $\pm$ 1.2472,0.6048 $\pm$ 0.0875,3.3333 $\pm$ 1.2472,0.0000 $\pm$ 0.0000,0.0000 $\pm$ 0.0000,0.8098 $\pm$ 0.0844
