selector,preference_index,preference,selected_policy_id,selected_utility,selected_passed_strict,selected_near_strict,selected_strict_margin,selected_business_return,selected_cost_return,selected_mean_violation,selected_final_critical_compromised_hosts,selected_high_disruption_action_rate
strict_lexi,16,"[0.1, 0.5, 0.4]",stage2_ext_005_obj_0,-116.28424072265625,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,16,"[0.1, 0.5, 0.4]",stage2_ext_006_obj_1,-103.1055679321289,False,False,-8.928937911987305,-104.29762268066406,-29.80950355529785,9.428937911987305,0.475,0.976
utility_argmax,17,"[0.1, 0.6, 0.3]",stage1_pref_000_ckpt_191,-108.29706573486328,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,17,"[0.1, 0.6, 0.3]",stage2_ext_005_obj_0,-125.3020248413086,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,17,"[0.1, 0.6, 0.3]",stage2_ext_006_obj_1,-110.61854553222656,False,False,-8.928937911987305,-104.29762268066406,-29.80950355529785,9.428937911987305,0.475,0.976
utility_argmax,18,"[0.1, 0.7, 0.2]",stage1_pref_000_ckpt_191,-115.27925872802734,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,18,"[0.1, 0.7, 0.2]",stage2_ext_005_obj_0,-134.31980895996094,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,18,"[0.1, 0.7, 0.2]",stage2_ext_006_obj_1,-118.13153076171875,False,False,-8.928937911987305,-104.29762268066406,-29.80950355529785,9.428937911987305,0.475,0.976
utility_argmax,19,"[0.1, 0.8, 0.1]",stage1_pref_000_ckpt_191,-122.2614517211914,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,19,"[0.1, 0.8, 0.1]",stage2_ext_005_obj_0,-143.3375701904297,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,19,"[0.1, 0.8, 0.1]",stage2_ext_006_obj_1,-125.64450073242188,False,False,-8.928937911987305,-104.29762268066406,-29.80950355529785,9.428937911987305,0.475,0.976
utility_argmax,20,"[0.1, 0.9, 0.0]",stage1_pref_000_ckpt_191,-129.24365234375,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,20,"[0.1, 0.9, 0.0]",stage2_ext_005_obj_0,-152.35536193847656,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,20,"[0.1, 0.9, 0.0]",stage2_ext_006_obj_1,-133.15748596191406,False,False,-8.928937911987305,-104.29762268066406,-29.80950355529785,9.428937911987305,0.475,0.976
utility_argmax,21,"[0.2, 0.0, 0.8]",stage2_ext_006_obj_1,-101.22966766357422,False,False,-8.928937911987305,-104.29762268066406,-29.80950355529785,9.428937911987305,0.475,0.976
strict_lexi,21,"[0.2, 0.0, 0.8]",stage2_ext_005_obj_0,-118.00233459472656,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,21,"[0.2, 0.0, 0.8]",stage1_pref_000_ckpt_096,-111.48757934570312,False,False,-5.862124443054199,-119.3711929321289,-25.450000762939453,6.362124443054199,0.725,0.93575
utility_argmax,22,"[0.2, 0.1, 0.7]",stage2_ext_006_obj_1,-108.74264526367188,False,False,-8.928937911987305,-104.29762268066406,-29.80950355529785,9.428937911987305,0.475,0.976
strict_lexi,22,"[0.2, 0.1, 0.7]",stage2_ext_005_obj_0,-127.02011108398438,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,22,"[0.2, 0.1, 0.7]",stage1_pref_000_ckpt_096,-120.71932220458984,False,False,-5.862124443054199,-119.3711929321289,-25.450000762939453,6.362124443054199,0.725,0.93575
utility_argmax,23,"[0.2, 0.2, 0.6]",stage1_pref_000_ckpt_191,-115.81715393066406,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,23,"[0.2, 0.2, 0.6]",stage2_ext_005_obj_0,-136.03790283203125,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,23,"[0.2, 0.2, 0.6]",stage2_ext_005_obj_0,-136.03790283203125,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
utility_argmax,24,"[0.2, 0.3, 0.5]",stage1_pref_000_ckpt_191,-122.79934692382812,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,24,"[0.2, 0.3, 0.5]",stage2_ext_005_obj_0,-145.05567932128906,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,24,"[0.2, 0.3, 0.5]",stage2_ext_005_obj_0,-145.05567932128906,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
utility_argmax,25,"[0.2, 0.4, 0.4]",stage1_pref_000_ckpt_191,-129.7815399169922,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,25,"[0.2, 0.4, 0.4]",stage2_ext_005_obj_0,-154.07347106933594,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,25,"[0.2, 0.4, 0.4]",stage1_pref_000_ckpt_096,-148.41453552246094,False,False,-5.862124443054199,-119.3711929321289,-25.450000762939453,6.362124443054199,0.725,0.93575
utility_argmax,26,"[0.2, 0.5, 0.3]",stage1_pref_000_ckpt_191,-136.7637481689453,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,26,"[0.2, 0.5, 0.3]",stage2_ext_005_obj_0,-163.09124755859375,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,26,"[0.2, 0.5, 0.3]",stage1_pref_000_ckpt_096,-157.6462860107422,False,False,-5.862124443054199,-119.3711929321289,-25.450000762939453,6.362124443054199,0.725,0.93575
utility_argmax,27,"[0.2, 0.6, 0.2]",stage1_pref_000_ckpt_191,-143.74594116210938,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,27,"[0.2, 0.6, 0.2]",stage2_ext_005_obj_0,-172.10902404785156,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,27,"[0.2, 0.6, 0.2]",stage1_pref_000_ckpt_096,-166.87802124023438,False,False,-5.862124443054199,-119.3711929321289,-25.450000762939453,6.362124443054199,0.725,0.93575
utility_argmax,28,"[0.2, 0.7, 0.1]",stage1_pref_000_ckpt_191,-150.72813415527344,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,28,"[0.2, 0.7, 0.1]",stage2_ext_005_obj_0,-181.12680053710938,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,28,"[0.2, 0.7, 0.1]",stage1_pref_000_ckpt_096,-176.10975646972656,False,False,-5.862124443054199,-119.3711929321289,-25.450000762939453,6.362124443054199,0.725,0.93575
utility_argmax,29,"[0.2, 0.8, 0.0]",stage1_pref_000_ckpt_191,-157.7103271484375,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,29,"[0.2, 0.8, 0.0]",stage2_ext_005_obj_0,-190.14459228515625,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,29,"[0.2, 0.8, 0.0]",stage2_ext_006_obj_1,-161.33349609375,False,False,-8.928937911987305,-104.29762268066406,-29.80950355529785,9.428937911987305,0.475,0.976
utility_argmax,30,"[0.3, 0.0, 0.7]",stage2_ext_006_obj_1,-136.91867065429688,False,False,-8.928937911987305,-104.29762268066406,-29.80950355529785,9.428937911987305,0.475,0.976
strict_lexi,30,"[0.3, 0.0, 0.7]",stage2_ext_005_obj_0,-164.80934143066406,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,30,"[0.3, 0.0, 0.7]",stage1_pref_000_ckpt_096,-154.6992950439453,False,False,-5.862124443054199,-119.3711929321289,-25.450000762939453,6.362124443054199,0.725,0.93575
utility_argmax,31,"[0.3, 0.1, 0.6]",stage1_pref_000_ckpt_191,-144.28382873535156,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,31,"[0.3, 0.1, 0.6]",stage2_ext_005_obj_0,-173.82711791992188,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,31,"[0.3, 0.1, 0.6]",stage1_pref_000_ckpt_096,-163.9310302734375,False,False,-5.862124443054199,-119.3711929321289,-25.450000762939453,6.362124443054199,0.725,0.93575
utility_argmax,32,"[0.3, 0.2, 0.5]",stage1_pref_000_ckpt_191,-151.26602172851562,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,32,"[0.3, 0.2, 0.5]",stage2_ext_005_obj_0,-182.8448944091797,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,32,"[0.3, 0.2, 0.5]",stage2_ext_005_obj_0,-182.8448944091797,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
utility_argmax,33,"[0.3, 0.3, 0.4]",stage1_pref_000_ckpt_191,-158.24822998046875,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,33,"[0.3, 0.3, 0.4]",stage2_ext_005_obj_0,-191.86268615722656,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,33,"[0.3, 0.3, 0.4]",stage2_ext_005_obj_0,-191.86268615722656,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
utility_argmax,34,"[0.3, 0.4, 0.3]",stage1_pref_000_ckpt_191,-165.2304229736328,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
strict_lexi,34,"[0.3, 0.4, 0.3]",stage2_ext_005_obj_0,-200.88046264648438,False,False,-5.559188365936279,-119.55012512207031,-24.192750930786133,6.059188365936279,0.9,0.939
risk_adjusted_utility,34,"[0.3, 0.4, 0.3]",stage1_pref_000_ckpt_096,-191.62625122070312,False,False,-5.862124443054199,-119.3711929321289,-25.450000762939453,6.362124443054199,0.725,0.93575
utility_argmax,35,"[0.3, 0.5, 0.2]",stage1_pref_000_ckpt_191,-172.21261596679688,False,False,-10.004000663757324,-105.75480651855469,-30.629247665405273,10.504000663757324,0.45,0.9855
