seed,candidate_label,policy_id,hostname,subnet,role_group,is_critical,compromised_presence_rate,new_compromise_count,recovered_count,blue_target_count,blue_restore_count,blue_analyse_count,blue_decoy_count,red_target_count,red_impact_count
19,selected,stage2_ext_001_obj_0,User0,User,user,False,1.0,0,0,133,4,20,104,0,0
19,selected,stage2_ext_001_obj_0,User1,User,user,False,0.1792,32,6,1207,26,121,1058,32,0
19,selected,stage2_ext_001_obj_0,User2,User,user,False,0.2379,45,11,729,73,238,418,45,0
19,selected,stage2_ext_001_obj_0,User3,User,user,False,0.2619,45,3,3318,14,1,2178,91,0
19,selected,stage2_ext_001_obj_0,User4,User,user,False,0.2326,38,1,1101,4,0,1070,84,0
19,selected,stage2_ext_001_obj_0,Defender,Enterprise,defender,False,0.0,0,0,249,4,23,215,0,0
19,selected,stage2_ext_001_obj_0,Enterprise0,Enterprise,enterprise,False,0.1547,194,188,2449,1253,14,1180,371,0
19,selected,stage2_ext_001_obj_0,Enterprise1,Enterprise,enterprise,False,0.4409,77,6,1096,14,23,1055,242,0
19,selected,stage2_ext_001_obj_0,Enterprise2,Enterprise,enterprise,False,0.5366,241,180,2101,338,3,1760,585,0
19,selected,stage2_ext_001_obj_0,Op_Host0,Operational,operational,False,0.0,0,0,421,4,2,413,0,0
19,selected,stage2_ext_001_obj_0,Op_Host1,Operational,operational,False,0.0,0,0,290,23,23,214,0,0
19,selected,stage2_ext_001_obj_0,Op_Host2,Operational,operational,False,0.0,0,0,467,1,4,459,0,0
19,selected,stage2_ext_001_obj_0,Op_Server0,Operational,mission_critical,True,0.604,253,113,2368,188,1,2177,9633,9271
