policy_id,best_level_reached,primary_blocker,secondary_blocker,business_return,cost_return,mean_violation,final_critical_compromised_hosts,high_disruption_action_rate,margin_L0,margin_L1,margin_L2,margin_L3,margin_STRICT
stage1_pref_000_ckpt_096,,mean_violation,high_disruption,-112.79475402832031,-25.423748016357422,4.616562366485596,0.525,0.939,-2.6932498931884767,-3.6165623664855957,-3.8665623664855957,-4.016562366485596,-4.116562366485596
stage1_pref_000_ckpt_191,,mean_violation,high_disruption,-109.0921859741211,-30.797250747680664,11.166250228881836,0.375,0.99025,-7.933000183105468,-10.166250228881836,-10.416250228881836,-10.566250228881836,-10.666250228881836
stage1_pref_002_ckpt_191,,mean_violation,business,-163.86160278320312,-0.03700000047683716,38.86161804199219,1.0,0.00175,-30.08929443359375,-37.86161804199219,-38.11161804199219,-38.261618041992186,-38.36161804199219
stage1_pref_003_ckpt_191,,mean_violation,high_disruption,-119.70206451416016,-29.0935001373291,10.50500202178955,0.625,0.99425,-7.404001617431641,-9.50500202178955,-9.75500202178955,-9.905002021789551,-10.00500202178955
stage1_pref_004_ckpt_191,,mean_violation,high_disruption,-145.59881591796875,-19.194751739501953,25.202251434326172,0.85,0.7365,-19.161801147460938,-24.202251434326172,-24.452251434326172,-24.60225143432617,-24.702251434326172
stage1_pref_005_ckpt_096,,mean_violation,high_disruption,-139.7053680419922,-19.241500854492188,18.30093765258789,0.975,0.89,-13.640750122070312,-17.30093765258789,-17.55093765258789,-17.70093765258789,-17.80093765258789
stage2_ext_000_obj_0,,mean_violation,high_disruption,-130.9716339111328,-17.626001358032227,7.0381879806518555,1.0,0.66225,-4.630550384521484,-6.0381879806518555,-6.2881879806518555,-6.438187980651856,-6.5381879806518555
stage2_ext_001_obj_1,,mean_violation,business,-132.72312927246094,-15.98699951171875,7.9826250076293945,0.975,0.547,-5.386100006103516,-6.9826250076293945,-7.2326250076293945,-7.382625007629395,-7.4826250076293945
stage2_ext_002_obj_0,,mean_violation,high_disruption,-141.71644592285156,-18.987499237060547,24.124313354492188,0.825,0.7495,-18.29945068359375,-23.124313354492188,-23.374313354492188,-23.524313354492186,-23.624313354492188
stage2_ext_003_obj_0,,mean_violation,high_disruption,-140.24288940429688,-20.866750717163086,15.587811470031738,0.925,0.885,-11.47024917602539,-14.587811470031738,-14.837811470031738,-14.987811470031739,-15.087811470031738
